dia,partilha,cultivar,quantidade
09/02/2024,210,Mandioca Branca,7.00
09/02/2024,210,Mini Moranga,2.13
09/02/2024,210,Vagem de Corda,0.69
09/02/2024,210,Rabanete,0.64
09/02/2024,210,Espinafre Africano,0.38
09/02/2024,210,Capim Cidreira,0.18
09/02/2024,210,Jambo Vermelho,0.15
09/02/2024,210,Hortelã Pimenta,0.15
09/02/2024,210,Hortelã,0.06
09/02/2024,210,Alecrim,0.01
16/02/2024,211,Mandioca Branca,6.80
16/02/2024,211,Limão Cravo,4.90
16/02/2024,211,Mini Moranga,2.72
16/02/2024,211,Hortelã Pimenta,1.00
16/02/2024,211,Taioba,0.60
16/02/2024,211,Rabanete,0.54
16/02/2024,211,Lippia Alba,0.41
16/02/2024,211,Cebolinha,0.36
16/02/2024,211,Maxixe do Norte,0.33
16/02/2024,211,Vagem de Corda,0.30
16/02/2024,211,Orapronóbis,0.25
16/02/2024,211,Espinafre Africano,0.19
16/02/2024,211,Alecrim,0.01
22/02/2024,212,Banana Prata,3.30
22/02/2024,212,Limão Cravo,2.73
22/02/2024,212,Mandioca Branca,1.73
22/02/2024,212,Mini Moranga,1.55
22/02/2024,212,Rabanete,0.61
22/02/2024,212,Vagem de Corda,0.27
22/02/2024,212,Capim Cidreira,0.20
22/02/2024,212,Araçá,0.16
01/03/2024,213,Banana Maçã,4.16
01/03/2024,213,Mandioca Branca,3.39
01/03/2024,213,Batata Doce Branca,1.20
01/03/2024,213,Banana Prata,1.14
01/03/2024,213,Mini-Moranga,0.88
01/03/2024,213,Maxixe do Norte,0.66
01/03/2024,213,Alface Crespa,0.59
01/03/2024,213,Vagem de Corda,0.36
01/03/2024,213,Capim Cidreira,0.14
01/03/2024,213,Orapronóbis,0.13
01/03/2024,213,Pimenta Biquinho Vermelha,0.05
01/03/2024,213,Alecrim,0.00
08/03/2024,214,Abóbora Moranga,4.17
08/03/2024,214,Mandioca Branca,2.60
08/03/2024,214,Limão Galego,1.48
08/03/2024,214,Coco descascado,1.26
08/03/2024,214,Mamão Formosa,1.14
08/03/2024,214,Maxixe do Norte,1.04
08/03/2024,214,Alface Elba,0.51
08/03/2024,214,Vagem de Corda,0.40
08/03/2024,214,Lippia Alba,0.40
08/03/2024,214,Capim Cidreira,0.25
08/03/2024,214,Mini-Moranga,0.22
08/03/2024,214,Hortelã Pimenta,0.20
08/03/2024,214,Urucum,0.18
08/03/2024,214,Lavanda,0.03
08/03/2024,214,Pimenta BIquinho Vermelha,0.02
08/03/2024,214,Alecrim,0.01
15/03/2024,215,Banana Prata,4.31
15/03/2024,215,Mandioca Branca,3.80
15/03/2024,215,Maxixe do Norte,1.30
15/03/2024,215,Alface Elba,1.04
15/03/2024,215,Vagem de Corda,0.63
15/03/2024,215,Rabanete,0.50
15/03/2024,215,Lippia Alba,0.32
15/03/2024,215,Tomate Cereja Vermelho,0.31
15/03/2024,215,Capim Cidreira,0.30
15/03/2024,215,Orapronóbis,0.29
15/03/2024,215,Pimenta Biquinho Vermelha,0.03
15/03/2024,215,Alecrim,0.01
22/03/2024,216,Banana Maçã,4.45
22/03/2024,216,Limão Cravo,3.58
22/03/2024,216,Abóbora Moranga,1.78
22/03/2024,216,Rabanete,1.44
22/03/2024,216,Mini-Moranga,1.40
22/03/2024,216,Alface Elba,0.98
22/03/2024,216,Maxixe do Norte,0.60
22/03/2024,216,Vagem de Corda,0.44
22/03/2024,216,Tomate Cereja Vermelho,0.23
22/03/2024,216,Capim Cidreira,0.16
22/03/2024,216,Pimenta BIquinho Vermelha,0.02
22/03/2024,216,Alecrim,0.01
28/03/2024,217,Limão Cravo,4.33
28/03/2024,217,Banana Prata,3.10
28/03/2024,217,Mandioca Branca,2.75
28/03/2024,217,Abóbora Moranga,1.33
28/03/2024,217,Alface Crespa,1.32
28/03/2024,217,Rabanete,1.29
28/03/2024,217,Vagem de Corda,0.43
28/03/2024,217,Maxixe do Norte,0.43
28/03/2024,217,Cúrcuma,0.37
28/03/2024,217,Lippia Alba,0.27
28/03/2024,217,Tomate Cereja Vermelho,0.20
28/03/2024,217,Capim Cidreira,0.09
28/03/2024,217,Alecrim,0.01
05/04/2024,218,Banana Maçã,6.35
05/04/2024,218,Mandioca Branca,5.91
05/04/2024,218,Abóbora Moranga,5.03
05/04/2024,218,Limão Galego,3.46
05/04/2024,218,Alface Americana,2.00
05/04/2024,218,Rabanete,1.80
05/04/2024,218,Vagem de Corda,0.78
05/04/2024,218,Tomate Cereja Vermelho,0.53
05/04/2024,218,Lippia Alba,0.30
05/04/2024,218,Cebolinha,0.30
05/04/2024,218,Capim Cidreira,0.15
05/04/2024,218,Alecrim,0.01
12/04/2024,219,Mandioca Branca,7.00
12/04/2024,219,Banana Prata,6.00
12/04/2024,219,Mamão Formosa,4.96
12/04/2024,219,Abóbora Moranga,3.77
12/04/2024,219,Coco descascado,1.89
12/04/2024,219,Alface Americana,1.04
12/04/2024,219,Tomate Cereja Vermelho,1.00
12/04/2024,219,Vagem de COrda,0.39
12/04/2024,219,Lippia Alba,0.30
19/04/2024,220,Banana Prata,6.04
19/04/2024,220,Abóbora Moranga,5.89
19/04/2024,220,Mamão Formosa,5.33
19/04/2024,220,Coco descascado,3.88
19/04/2024,220,Jabuticaba,1.00
19/04/2024,220,Beterraba,0.95
19/04/2024,220,Quiabo Sta Cruz,0.70
19/04/2024,220,Tomate Cereja Vermelho,0.70
19/04/2024,220,Lippia Alba,0.59
19/04/2024,220,Vagem de Corda,0.51
19/04/2024,220,Alecrim,0.01
27/04/2024,221,Mandioca Branca,8.42
27/04/2024,221,Mamão Formosa,7.15
27/04/2024,221,Banana Prata,4.76
27/04/2024,221,Abóbora Menina Brasileira,3.31
27/04/2024,221,Coco descascado,2.30
27/04/2024,221,Maxixe Liso Gibão,1.90
27/04/2024,221,Tomate Cerea Vermelho,1.50
27/04/2024,221,Quiabo Sta Cruz,1.31
27/04/2024,221,Jiló Comprido,1.13
27/04/2024,221,Abóbora MOranga,0.70
27/04/2024,221,Vagem Tempesta,0.40
27/04/2024,221,Lippia ALba,0.37
27/04/2024,221,Vagem de Corda,0.36
03/05/2024,222,Banana Prata,7.45
03/05/2024,222,Limão Cravo,5.65
03/05/2024,222,Mamão Formosa,5.60
03/05/2024,222,Maxixe Liso Gibão,3.04
03/05/2024,222,Tomate Cereja VErmelho,1.80
03/05/2024,222,Coco descascado,1.67
03/05/2024,222,Quiabo Sta Cruz,1.08
03/05/2024,222,Vagem Tempesta,0.58
03/05/2024,222,Vagem de COrda,0.32
10/05/2024,223,Banana Prata,7.96
10/05/2024,223,Mamão Formosa,6.23
10/05/2024,223,Limão Cravo,5.36
10/05/2024,223,Tomate Cereja Vermelho,1.88
10/05/2024,223,MAxixe Liso Gibão,1.46
10/05/2024,223,Alface Americana,0.91
10/05/2024,223,Cúrcuma,0.28
10/05/2024,223,Vagem de COrda,0.22
10/05/2024,223,Capim Cidreira,0.18
10/05/2024,223,Vagem Tempesta,0.11
10/05/2024,223,Pimenta Biquinho Vermelha,0.09
10/05/2024,223,Alecrim,0.01
17/05/2024,224,Banana Prata,6.61
17/05/2024,224,Mamão Formosa,5.45
17/05/2024,224,Abóbora MOranga,3.74
17/05/2024,224,Limão Cravo,2.75
17/05/2024,224,Limão Galego,2.36
17/05/2024,224,Tomate Cereja Vermelho,1.66
17/05/2024,224,Coco descascado,1.64
17/05/2024,224,Maxixe Liso Gibão,0.62
17/05/2024,224,Lippia Alba,0.49
17/05/2024,224,Maracujá Azedo,0.41
17/05/2024,224,Orapronóbis,0.35
17/05/2024,224,Maracujá Doce,0.20
17/05/2024,224,Alecrim,0.01
24/05/2024,225,Banana Prata,8.44
24/05/2024,225,Mamão Formosa,6.82
24/05/2024,225,Limão Cravo,2.90
24/05/2024,225,Tomate Cereja Vermelho,2.78
24/05/2024,225,Coco descascado,2.60
24/05/2024,225,Cará Cascudo,1.57
24/05/2024,225,Limão Galego,1.44
24/05/2024,225,Maracujá Azedo,0.87
24/05/2024,225,Pitanga,0.63
24/05/2024,225,Alecrim,0.01
31/05/2024,226,Mandioca Branca,5.89
31/05/2024,226,Banana Prata,5.01
31/05/2024,226,Mamão Formosa,4.15
31/05/2024,226,Tomate Cereja Vermelho,2.00
31/05/2024,226,Coco descascado,1.86
31/05/2024,226,Maracujá Azedo,0.75
31/05/2024,226,Lippia Alba,0.34
31/05/2024,226,Cúrcuma,0.21
31/05/2024,226,Alecrim,0.01
31/05/2024,226,Menta,0.01
07/06/2024,227,Banana Prata,8.35
07/06/2024,227,Mamão Formosa,7.63
07/06/2024,227,Batata Doce Branca,4.91
07/06/2024,227,Tomate Cereja Vermelho,2.29
07/06/2024,227,Cúrcuma,0.31
07/06/2024,227,Urucum,0.27
07/06/2024,227,Lippia Alba,0.26
07/06/2024,227,Alecrim,0.01
14/06/2024,228,Banana Prata,5.12
14/06/2024,228,Mamão Formosa,5.03
14/06/2024,228,Mandioca BRanca,3.79
14/06/2024,228,Banana Maçã,2.91
14/06/2024,228,Tomate Cereja Vermelho,1.64
14/06/2024,228,Lippia Alba,0.23
14/06/2024,228,Hortelã Pimenta,0.20
14/06/2024,228,Alecrim,0.01
21/06/2024,229,Mamão Formosa,6.16
21/06/2024,229,Banana Prata,4.85
21/06/2024,229,Batata Doce Branca,3.44
21/06/2024,229,Banana Maçã,3.22
21/06/2024,229,Tomate Cereja Vermelho,2.76
21/06/2024,229,Cúrcuma,0.52
21/06/2024,229,Lippia Alba,0.26
21/06/2024,229,Alecrim,0.01
28/06/2024,230,Banana Maçã,8.38
28/06/2024,230,Mamão Papaia,5.01
28/06/2024,230,Banana Prata,4.06
28/06/2024,230,Mamão Formosa,3.63
28/06/2024,230,Alface Crespa,2.54
28/06/2024,230,Tomate Cereja Vermelho,1.18
28/06/2024,230,Lippia Alba,0.20
28/06/2024,230,Alecrim,0.01
05/07/2024,231,Mamão Formosa,6.59
05/07/2024,231,Banana Maçã,3.53
05/07/2024,231,Banana Prata,3.24
05/07/2024,231,Mamão Papaia,3.13
05/07/2024,231,Tomate Cereja Vermelho,2.07
05/07/2024,231,Alface Crespa,1.37
05/07/2024,231,Rabanete,0.57
05/07/2024,231,Alecrim,0.01
12/07/2024,232,Mamão Formosa,4.61
12/07/2024,232,Batata Doce Branca,3.19
12/07/2024,232,Tomate Cereja Vermelho,2.00
12/07/2024,232,Vagem Feijão Bolinha,1.97
12/07/2024,232,Alface Crespa,1.88
12/07/2024,232,Coco descascado,1.83
12/07/2024,232,Mamão Papaia,1.77
12/07/2024,232,Cúrcuma,0.84
12/07/2024,232,Rabanete,0.40
12/07/2024,232,Alecrim,0.01
19/07/2024,233,Mamão Formosa,6.18
19/07/2024,233,Mandioca Branca,4.56
19/07/2024,233,Banana Prata,4.10
19/07/2024,233,Coco descascado,3.04
19/07/2024,233,Alface Crespa,1.91
19/07/2024,233,Tomate Cereja Vermelho,1.60
19/07/2024,233,Vagem Feijão Bolinha,0.73
19/07/2024,233,Tamarindo,0.38
19/07/2024,233,Alecrim,0.01
26/07/2024,234,Mamão Formosa,6.96
26/07/2024,234,Banana Prata,5.42
26/07/2024,234,Alface Crespa,2.00
26/07/2024,234,Tomate Cereja Vermelho,1.24
26/07/2024,234,Coco descascado,1.05
26/07/2024,234,Rabanete,0.55
26/07/2024,234,Vagem Feijão Bolinha,0.43
26/07/2024,234,Alecrim,0.00
02/08/2024,235,Mamão Formosa,6.77
02/08/2024,235,Banana Maçã,5.82
02/08/2024,235,Mandioca Branca,4.27
02/08/2024,235,Banana Prata,4.22
02/08/2024,235,Alface Crespa,2.32
02/08/2024,235,Tamarindo,0.96
02/08/2024,235,Alecrim,0.01
09/08/2024,236,Banana Prata,5.92
09/08/2024,236,Mamão Formosa,5.06
09/08/2024,236,Coco descascado,2.09
09/08/2024,236,Alface Crespa,0.78
09/08/2024,236,Salsa,0.50
09/08/2024,236,Jiló Comprido,0.40
09/08/2024,236,Hortelã Pimenta,0.30
09/08/2024,236,Rabanete,0.24
09/08/2024,236,Jambuaçu,0.21
09/08/2024,236,Lippia Alba,0.20
09/08/2024,236,Alecrim,0.00
16/08/2024,237,Mamão Formosa,4.67
16/08/2024,237,Banana Prata,4.09
16/08/2024,237,Tamarindo,3.60
16/08/2024,237,Banana Maçã,2.39
16/08/2024,237,Coco descascados,1.29
16/08/2024,237,Mamão Papaia,1.16
16/08/2024,237,Vagem Feijão Bolinha,0.28
16/08/2024,237,Hortelã Pimenta,0.27
16/08/2024,237,Alecrim,0.01
23/08/2024,238,Banana Maçã,4.93
23/08/2024,238,Mamão Formosa,3.49
23/08/2024,238,Batata Doce BRanca,3.44
23/08/2024,238,Banana Prata,2.99
23/08/2024,238,Limão Cravo,2.55
23/08/2024,238,Feijão Bolinha,1.21
23/08/2024,238,Jiló Comprido,0.78
23/08/2024,238,MAracujá Doce,0.39
23/08/2024,238,Tomate Cereja Vermelho,0.36
23/08/2024,238,Maracujá Azedo,0.26
23/08/2024,238,Alecrim,0.01
30/08/2024,239,Banana Maçã,5.45
30/08/2024,239,Batata Doce Branca,4.89
30/08/2024,239,Limão Cravo,4.53
30/08/2024,239,Tamarindo,3.09
30/08/2024,239,Mamão Formosa,3.04
30/08/2024,239,Mamão Papaia,1.53
30/08/2024,239,Banana Prata,1.16
30/08/2024,239,Cúrcuma,0.67
30/08/2024,239,Lippia Alba,0.46
30/08/2024,239,Alecrim,0.01
06/09/2024,240,Batata Doce BRanca,5.95
06/09/2024,240,Banana Prata,3.70
06/09/2024,240,Banana Maçã,3.57
06/09/2024,240,Coco descascado,1.91
06/09/2024,240,Tomate Cereja Vermelho,0.70
06/09/2024,240,Lippia Alba,0.37
06/09/2024,240,Alecrim,0.01
13/09/2024,241,Mandioca Branca,5.79
13/09/2024,241,Banana Prata,4.82
13/09/2024,241,Banana Maçã,2.18
13/09/2024,241,Coco descascado,2.05
13/09/2024,241,Maracujá Doce,1.91
13/09/2024,241,Tomate Cereja Vermelho,0.44
13/09/2024,241,Lippia Alba,0.42
13/09/2024,241,Tomate Pera Amarelo,0.32
13/09/2024,241,Alecrim,0.01
20/09/2024,242,Batata Doce BRanca,4.84
20/09/2024,242,Banana Prata,4.25
20/09/2024,242,Mamão Papaia,2.24
20/09/2024,242,Mamão Formosa,1.86
20/09/2024,242,Coco descascado,1.38
20/09/2024,242,Alface Crespa,1.37
20/09/2024,242,Tomate Cereja Vermelho,0.93
20/09/2024,242,Jambuaçu,0.60
20/09/2024,242,Alface Lisa,0.59
20/09/2024,242,Tomate Pera Amarelo,0.53
20/09/2024,242,Lippia Alba,0.33
20/09/2024,242,Manjericão Limoncino,0.02
20/09/2024,242,Alecrim,0.01
27/09/2024,243,Banana Prata,6.20
27/09/2024,243,Mamão Formosa,4.87
27/09/2024,243,Coco descascado,3.30
27/09/2024,243,Mamão Papaia,2.06
27/09/2024,243,Maracujá Doce,0.90
27/09/2024,243,Alface Crespa,0.87
27/09/2024,243,Tomate Pera Amarelo,0.55
27/09/2024,243,Alface Lisa,0.48
27/09/2024,243,Jiló Comprido,0.37
27/09/2024,243,Árvore do Caril,0.27
27/09/2024,243,Tomate Cereja Vermelho,0.27
27/09/2024,243,Alecrim,0.01
04/10/2024,244,Banana PRata,6.73
04/10/2024,244,Banana Maçã,5.53
04/10/2024,244,Mamão Papaia,3.97
04/10/2024,244,Mamão Formosa,2.89
04/10/2024,244,Tamarindo,2.10
04/10/2024,244,Tomate Cereja Vermelho,1.01
04/10/2024,244,Alface Crespa,0.95
04/10/2024,244,Alface Americana,0.53
04/10/2024,244,Alecrim,0.01
11/10/2024,245,Mamão Formosa,7.42
11/10/2024,245,Banana Maçã,6.79
11/10/2024,245,Banana Prata,2.00
11/10/2024,245,Maracujá Doce,1.25
11/10/2024,245,Alface Crespa,0.98
11/10/2024,245,Nabo Japonês,0.59
11/10/2024,245,Jiló Comprido,0.54
11/10/2024,245,Alface Lisa,0.54
11/10/2024,245,Vagem Feijão Bolinha,0.31
11/10/2024,245,Tomate Pera Amarelo,0.30
11/10/2024,245,Caju Vermelho,0.28
11/10/2024,245,Tomate Cereja Vermelho,0.25
11/10/2024,245,Sementes de Coentro,0.02
11/10/2024,245,Alecrim,0.01
18/10/2024,246,Abóbora Bege Redonda,7.42
18/10/2024,246,Batata Doce BRanca,5.00
18/10/2024,246,Banana Prata,4.75
18/10/2024,246,Mamão Formosa,3.56
18/10/2024,246,Maracujá Doce,1.63
18/10/2024,246,Abóbora Mini Paulista,1.50
18/10/2024,246,Alface Crespa,1.30
18/10/2024,246,Maxixe Liso Gibão,0.96
18/10/2024,246,Lippia Alba,0.58
18/10/2024,246,Vagem Feijão Bolinha,0.22
18/10/2024,246,Alecrim,0.01
25/10/2024,247,Banana Prata,6.58
25/10/2024,247,Batata Doce Branca,5.79
25/10/2024,247,Maracujá Doce,2.78
25/10/2024,247,Nabo Japonês,2.19
25/10/2024,247,Caju Vermelho Anão,2.72
25/10/2024,247,Maxixe Liso Gibão,1.97
25/10/2024,247,Lippia Alba,0.55
01/11/2024,248,Mandioca Branca,5.60
01/11/2024,248,Mamão Papaia,5.12
01/11/2024,248,Banana Prata,4.85
01/11/2024,248,Manga Manteiguinha,4.00
01/11/2024,248,Mamão Formosa,2.00
01/11/2024,248,Caju Vermelho Anão,1.41
01/11/2024,248,Maxixe Liso Gibão,1.19
01/11/2024,248,Nabo Japonês,1.11
01/11/2024,248,Lippia Alba,0.51
01/11/2024,248,Alecrim,0.01
08/11/2024,249,Mamão Formosa,9.71
08/11/2024,249,Manga MAnteiguinha,5.95
08/11/2024,249,Banana Maçã,5.86
08/11/2024,249,Caju Vermelho Anão,2.89
08/11/2024,249,MAxixe Liso Gibão,2.17
08/11/2024,249,NAbo JAponês,1.80
08/11/2024,249,Lippia Alba,0.57
08/11/2024,249,Citronela,0.30
08/11/2024,249,Alecrim,0.01
15/11/2024,250,Manga Manteiguinha,12.35
15/11/2024,250,Manga Tommy,8.64
15/11/2024,250,Mamão Formosa,7.85
15/11/2024,250,Abóbora Moranga,5.80
15/11/2024,250,Maxixe Liso Gibão,2.69
15/11/2024,250,Capim Cidreira,1.00
15/11/2024,250,Alface Crespa,0.95
15/11/2024,250,Jiló Comprido,0.75
22/11/2024,251,Manga Manteiguinha,9.95
22/11/2024,251,Manga Tommy,9.26
22/11/2024,251,Banana Maçã,7.62
22/11/2024,251,Abóbora Moranga,7.60
22/11/2024,251,Maxixe Liso Gibão,3.29
22/11/2024,251,Banana Prata,1.68
22/11/2024,251,Lippia Alba,0.48
29/11/2024,252,Manga Manteiguinha,9.74
29/11/2024,252,Banana Prata,8.70
29/11/2024,252,Manga Háden,7.87
29/11/2024,252,Abóbora Moranga,5.89
29/11/2024,252,Coco descascado,1.90
29/11/2024,252,Lippia Alba,0.51
29/11/2024,252,Capim Cidreira,0.13
29/11/2024,252,Alecrim,0.01
06/12/2024,253,Maxixe Liso Gibão,10.67
06/12/2024,253,Banana Maçã,8.05
06/12/2024,253,Manga Manteiguinha,6.12
06/12/2024,253,Maracujá Doce,2.78
06/12/2024,253,Jiló Comprido,1.00
06/12/2024,253,Lippia Alba,0.38
06/12/2024,253,Alecrim,0.02
13/12/2024,254,Banana Prata,13.47
13/12/2024,254,Maxixe LIso Gibão,10.00
13/12/2024,254,Abóbora Caipira,8.70
13/12/2024,254,Manga Manteiguinha,3.39
13/12/2024,254,Maracujá Doce,1.56
13/12/2024,254,Mamão Papaia,0.89
13/12/2024,254,Hortelã Pimenta,0.80
13/12/2024,254,Orapronóbis,0.40
13/12/2024,254,Manjericão Roxo,0.19
20/12/2024,255,Abóbora Caipira,8.47
20/12/2024,255,Banana Prata,8.10
20/12/2024,255,MAnga Manteiguinha,5.32
20/12/2024,255,MAxixe Liso Gibão,5.02
20/12/2024,255,Coco descascado,1.92
20/12/2024,255,Lippia Alba,0.68
20/12/2024,255,Orapronóbis,0.54
20/12/2024,255,Alecrim,0.18
27/12/2024,256,Banana Prata,11.86
27/12/2024,256,Abóbora Moranga,4.66
27/12/2024,256,Manga MAnteiguinha,4.45
27/12/2024,256,MAxixe Liso Gibão,2.65
27/12/2024,256,MAracujá Doce,1.64
27/12/2024,256,Capim Cidreira,0.78
27/12/2024,256,Jiló COmprido,0.58
27/12/2024,256,Orapronóbis,0.52
27/12/2024,256,Alecrim,0.01
03/01/2025,257,Banana Maçã,9.41
03/01/2025,257,Mandioca BRanca,7.39
03/01/2025,257,Banana Prata,5.98
03/01/2025,257,Manga Manteiguinha,5.58
03/01/2025,257,Maxixe Liso Gibão,0.88
03/01/2025,257,Maracujá Doce,0.87
03/01/2025,257,Capim Cidreira,0.62
03/01/2025,257,Coco descascado,0.56
03/01/2025,257,Jiló Comprido,0.44
03/01/2025,257,Alecrim,0.01
10/01/2025,258,Maracujá Doce,4.85
10/01/2025,258,Banana Maçã,4.76
10/01/2025,258,Mandioca Branca,4.63
10/01/2025,258,Mandioca Amarela,3.07
10/01/2025,258,Jiló Comprido,0.83
10/01/2025,258,Tomate Cereja Vermelho,0.74
10/01/2025,258,Capim Cidreira,0.62
10/01/2025,258,Orapronóbis,0.47
10/01/2025,258,Alecrim,0.01
17/01/2025,259,Maracujá Doce,7.06
17/01/2025,259,Banana Maçã,5.79
17/01/2025,259,Banana Prata,2.58
17/01/2025,259,Jiló COmprido,1.42
17/01/2025,259,Tomate Cereja VErmelho,1.21
17/01/2025,259,Capim Cidreira,0.92
17/01/2025,259,Taioba,0.50
17/01/2025,259,Hortelã PImenta,0.40
17/01/2025,259,Cúrcuma,0.33
17/01/2025,259,Alecrim,0.02
24/01/2025,260,Banana PRata,7.06
24/01/2025,260,Banana Maçã,4.38
24/01/2025,260,Maracujá Doce,3.07
24/01/2025,260,Tomate Cereja Vermelho,2.19
24/01/2025,260,Jiló Comprido,1.54
24/01/2025,260,Capim Cidreira,0.54
24/01/2025,260,Taioba,0.50
24/01/2025,260,Alecrim,0.01
31/01/2025,261,Banana Prata,9.28
31/01/2025,261,Coco descascado,1.71
31/01/2025,261,Cenoura,1.59
31/01/2025,261,Tomate CEreja Vermelho,1.40
31/01/2025,261,Jiló Comprido,1.28
31/01/2025,261,Capim Cidreira,0.55
31/01/2025,261,Almeirão Hadiche,0.45
31/01/2025,261,Taioba,0.40
31/01/2025,261,Alecrim,0.01
07/02/2025,262,Banana Maçã,8.21
07/02/2025,262,Banana Prata,4.38
07/02/2025,262,Abóbora Moranga,4.17
07/02/2025,262,Tomate Cereja Vermelho,3.00
07/02/2025,262,Almeirão Hadiche,0.45
07/02/2025,262,Capim Cidreira,0.33
07/02/2025,262,Alecrim,0.01
14/01/2025,263,Banana Prata,5.69
14/01/2025,263,Abóbora Moranga,5.11
14/01/2025,263,Mandioca Branca,5.05
14/01/2025,263,Tomate Cereja Vermelho,1.27
14/01/2025,263,Jiló Comprido,0.84
14/01/2025,263,Capim Cidreira,0.52
14/01/2025,263,Almeirão Hadiche,0.50
14/01/2025,263,Taioba,0.31
21/02/2025,264,Banana Prata,6.30
21/02/2025,264,Abóbora Moranga,3.84
21/02/2025,264,Mandioca Branca,3.55
21/02/2025,264,Tomate Cereja Vermelho,1.64
21/02/2025,264,Mandioca Amarela,0.97
21/02/2025,264,Capim Cidreira,0.42
21/02/2025,264,Taioba,0.36
21/02/2025,264,Alecrim,0.01
28/02/2025,265,Banana Prata,6.57
28/02/2025,265,Banana Maçã,5.28
28/02/2025,265,Abóbora Moranga,4.87
28/02/2025,265,Maracujá Doce,2.13
28/02/2025,265,Tomate Cereja Vermelho,1.97
28/02/2025,265,Taioba,0.18
28/02/2025,265,Alecrim,0.01
07/03/2025,266,Banana Prata,5.86
07/03/2025,266,Abóbora Moranga,5.21
07/03/2025,266,Coco descascado,2.44
07/03/2025,266,Maracujá Doce,2.26
07/03/2025,266,Tomate Cereja Vermelho,1.06
07/03/2025,266,Quiabo Sta Cruz,0.85
07/03/2025,266,Alecrim,0.01
14/03/2025,267,Banana Prata,7.27
14/03/2025,267,MAndioca BRanca,5.41
14/03/2025,267,Maracujá Doce,2.50
14/03/2025,267,Tomate Cereja Vermelho,1.50
14/03/2025,267,Abóbora MOranga,1.00
14/03/2025,267,Almeirão Hadiche,0.69
14/03/2025,267,Quiabo Sta Cruz,0.57
14/03/2025,267,Cúrcuma,0.40
14/03/2025,267,Capim Cidreira,0.31
14/03/2025,267,Alecrim,0.01
21/03/2025,268,Banana Prata,5.35
21/03/2025,268,Banana Maçã,4.55
21/03/2025,268,Abóbora MOranga,2.95
21/03/2025,268,MAracujá Doce,1.78
21/03/2025,268,Coco descascado,1.69
21/03/2025,268,Almeirão Hadiche,0.74
21/03/2025,268,Quiabo Sta Cruz,0.69
21/03/2025,268,Tomate Cereja Vermelho,0.67
21/03/2025,268,ORapronóbis,0.30
21/03/2025,268,Taioba,0.30
21/03/2025,268,Alecrim,0.01
28/03/2025,269,Banana Prata,7.33
28/03/2025,269,Mandioca Branca,6.68
28/03/2025,269,Banana Nanicão,2.26
28/03/2025,269,Mandioca Amarela,1.70
28/03/2025,269,Capim Cidreira,0.70
28/03/2025,269,Quiabo Sta Cruz,0.63
28/03/2025,269,Orapronóbis,0.53
28/03/2025,269,Lippia Alba,0.45
28/03/2025,269,Alecrim,0.01
04/04/2025,270,Banana Prata,11.08
04/04/2025,270,Mamão Papaia,3.44
04/04/2025,270,Mamão Formosa,3.07
04/04/2025,270,Almeirão Hadiche,0.72
04/04/2025,270,Quiabo Sta Cruz,0.52
04/04/2025,270,Capim Cidreira,0.39
04/04/2025,270,Cúrcuma,0.29
04/04/2025,270,Alecrim,0.02
11/04/2025,271,Banana Prata,13.19
11/04/2025,271,Banana Maçã,6.46
11/04/2025,271,Mamão Formosa,6.10
11/04/2025,271,Citronela,0.87
11/04/2025,271,Taioba,0.60
11/04/2025,271,Lippia Alba,0.52
11/04/2025,271,Salsa,0.14
11/04/2025,271,Alecrim,0.03
18/04/2025,272,Banana PRata,7.67
18/04/2025,272,Mamão Formosa,4.73
18/04/2025,272,Banana Maçã,2.19
18/04/2025,272,Hortelã PImenta,1.31
18/04/2025,272,Mamão PApaia,1.26
18/04/2025,272,Almeirão Hadiche,0.68
18/04/2025,272,Taioba,0.62
18/04/2025,272,Quiabo Sta Cruz,0.30
18/04/2025,272,Bucha Vegetal,0.20
18/04/2025,272,Piment Dedo de Moça Vermelho,0.04
18/04/2025,272,Alecrim,0.02
25/04/2025,273,Banana Maçã,7.78
25/04/2025,273,Banana Prata,7.52
25/04/2025,273,Mamão Formosa,3.82
25/04/2025,273,Mamão Papaia,0.93
25/04/2025,273,Capim Cidreira,0.72
25/04/2025,273,Almeirão HAdiche,0.52
25/04/2025,273,Taioba,0.50
25/04/2025,273,Quiabo Sta Cruz,0.46
