dia,partilha,cultivar,quantidade
02/03/2021,57,Pepino Aodai,16.04
02/03/2021,57,Batata Doce Branca,15.62
02/03/2021,57,Mandioca Branca,15.28
02/03/2021,57,Batata Doce Laranja,8.01
02/03/2021,57,Quiabo Sta Cruz,4.95
02/03/2021,57,Alface Crioulo,3.11
02/03/2021,57,Rabanete,1.61
02/03/2021,57,Salsa,0.73
02/03/2021,57,Urucum,0.70
02/03/2021,57,Almeirão Roxo,0.62
02/03/2021,57,Manjericão Grego,0.11
02/03/2021,57,Flores De Feijão Borboleta,0.06
02/03/2021,57,Manjerona,0.05
09/03/2021,58,Mandioca Branca,16.58
09/03/2021,58,Batata Doce Branca,16.00
09/03/2021,58,Pepino Aodai,8.82
09/03/2021,58,Batata Doce Laranja,7.00
09/03/2021,58,Alface Elba,4.45
09/03/2021,58,Quiabo Sta Cruz,3.57
09/03/2021,58,Alho Poró,2.41
09/03/2021,58,Hortelã,0.25
09/03/2021,58,Manjericão Grego,0.20
09/03/2021,58,Lavanda,0.07
16/03/2021,59,Mandioca Branca,20.00
16/03/2021,59,Batata Doce Branca,19.00
16/03/2021,59,Alface Elba,4.46
16/03/2021,59,Pepino Aodai,3.00
16/03/2021,59,Quiabo Sta Cruz,2.80
16/03/2021,59,Mostarda Crespa,2.20
16/03/2021,59,Chicória Crespa,1.93
16/03/2021,59,Maxixe Do Norte,1.53
16/03/2021,59,Açafrão Da Terra,1.50
16/03/2021,59,Batata Doce Laranja,1.09
16/03/2021,59,Vagem Tempesta,0.80
16/03/2021,59,Cebolinha,0.46
16/03/2021,59,Salsa,0.35
16/03/2021,59,Alfavacão Cravo,0.16
23/03/2021,60,Coco Baiano,19.97
23/03/2021,60,Mandioca Amarela,18.88
23/03/2021,60,Chicória Crespa,5.96
23/03/2021,60,Quiabo Sta Cruz,3.50
23/03/2021,60,Alface Elba,1.79
23/03/2021,60,Abóbora Menina Brasileira,1.66
23/03/2021,60,Melissa,1.33
23/03/2021,60,Monguba,1.26
23/03/2021,60,Vagem Tempesta,1.16
23/03/2021,60,Maxixe Do Norte,0.60
23/03/2021,60,Manjericão Folha Larga,0.18
23/03/2021,60,Almeirão Hadiche,0.18
23/03/2021,60,Hortelã,0.15
30/03/2021,61,Mandioca Branca,21.21
30/03/2021,61,Batata Doce Branca,20.63
30/03/2021,61,Chicória Crespa,7.30
30/03/2021,61,Alface Elba,3.20
30/03/2021,61,Quiabo Santa Cruz,2.67
30/03/2021,61,Monguba,1.96
30/03/2021,61,Melissa,0.81
30/03/2021,61,Vagem Tempesta,0.45
30/03/2021,61,Manjericão Grego,0.10
30/03/2021,61,Lavanda,0.10
06/04/2021,62,Batata Doce Branca,33.00
06/04/2021,62,Chicória Crespa,10.20
06/04/2021,62,Alface Elba,4.68
06/04/2021,62,Rabanete,3.22
06/04/2021,62,Quiabo Santa Cruz,1.84
06/04/2021,62,Maxixe Do Norte,1.45
06/04/2021,62,Monguba,1.25
06/04/2021,62,Alho Poró,1.10
06/04/2021,62,Quiabo Clemson,0.98
06/04/2021,62,Melissa,0.76
06/04/2021,62,Hortelã,0.20
13/04/2021,63,Mandioca Branca,25.00
13/04/2021,63,Chicória Crespa,12.00
13/04/2021,63,Jabuticaba,5.23
13/04/2021,63,Quiabo Clemson,4.65
13/04/2021,63,Alface Elba,3.70
13/04/2021,63,Mostarda Crespa,2.34
13/04/2021,63,Rabanete,1.70
13/04/2021,63,Quiabo Sta Cruz,1.45
13/04/2021,63,Monguba,0.65
13/04/2021,63,Maxixe Do Norte,0.59
13/04/2021,63,Melissa,0.48
13/04/2021,63,Sálvia,0.06
13/04/2021,63,Gergelim,0.05
13/04/2021,63,Pimenta Ají Amarela,0.03
20/04/2021,64,Mandioca Branca,19.00
20/04/2021,64,Quiabo Clemson,7.13
20/04/2021,64,Chicória Crespa,4.15
20/04/2021,64,Quiabo Sta Cruz,3.00
20/04/2021,64,Alface Elba,2.95
20/04/2021,64,Rabanete,2.93
20/04/2021,64,Almeirão Roxo,2.12
20/04/2021,64,Monguba,2.10
20/04/2021,64,Mostarda Crespa,1.83
20/04/2021,64,Gergelim,0.96
20/04/2021,64,Urucum,0.80
20/04/2021,64,Maxixe Do Norte,0.70
20/04/2021,64,Melissa,0.62
20/04/2021,64,Manjericão Grego,0.28
27/04/2021,65,Mandioca Branca,24.00
27/04/2021,65,Batata Doce Branca,14.19
27/04/2021,65,Chicória Crespa,5.38
27/04/2021,65,Batata Doce Laranja,3.40
27/04/2021,65,Quiabo Clemson,3.35
27/04/2021,65,Alface Elba,3.24
27/04/2021,65,Monguba,1.70
27/04/2021,65,Quiabo Santa Cruz,1.60
27/04/2021,65,Maxixe Do Norte,0.76
27/04/2021,65,Melissa,0.60
27/04/2021,65,Salsa,0.30
27/04/2021,65,Hortelã,0.19
04/05/2021,66,Batata Doce Branca,16.45
04/05/2021,66,Inhame,11.46
04/05/2021,66,Chicória Crespa,5.49
04/05/2021,66,Maracujá Azedo,4.50
04/05/2021,66,Quiabo Clensom,3.50
04/05/2021,66,Rabanete,3.32
04/05/2021,66,Alface Elba,3.00
04/05/2021,66,Quiabo Sta Cruz,1.90
04/05/2021,66,Rúcula,1.64
04/05/2021,66,Alho Poró,1.15
04/05/2021,66,Melissa,0.45
11/05/2021,67,Batata Doce Branca,26.95
11/05/2021,67,Mandioca Amarela,17.06
11/05/2021,67,Mamão Formosa,13.64
11/05/2021,67,Mandioca Branca,10.47
11/05/2021,67,Batata Doce Cenoura,8.87
11/05/2021,67,Mamão Papaia,6.30
11/05/2021,67,Maracujá Azedo,5.30
11/05/2021,67,Quiabo Clensom,4.68
11/05/2021,67,Rabanete,3.43
11/05/2021,67,Alface Elba,3.00
11/05/2021,67,Chicória Crespa,2.83
11/05/2021,67,Quiabo Sta Cruz,2.67
11/05/2021,67,Maxixe Do Norte,2.32
11/05/2021,67,Melissa,0.51
22/05/2021,68,Mandioca Branca,21.71
22/05/2021,68,Batata Doce Cenoura,18.00
22/05/2021,68,Cenoura,7.83
22/05/2021,68,Alface Elba,6.24
22/05/2021,68,Milho Amarelo,6.19
22/05/2021,68,Quiabo Clensom,3.82
22/05/2021,68,Quiabo Sta Cruz,3.72
22/05/2021,68,Rabanete,3.33
22/05/2021,68,Rúcula,2.46
22/05/2021,68,Almeirão Roxo,2.32
22/05/2021,68,Quiabo Estrela,1.90
22/05/2021,68,Maxixe Do Norte,1.50
22/05/2021,68,Açafrão Da Terra,1.29
22/05/2021,68,Melissa,0.85
22/05/2021,68,Salsa,0.45
22/05/2021,68,Orapronóbis,0.40
29/05/2021,69,Mandioca Branca,24.20
29/05/2021,69,Batata Doce Branca,16.50
29/05/2021,69,Batata Doce Cenoura,11.74
29/05/2021,69,Milho Amarelo,7.90
29/05/2021,69,Cenoura,7.17
29/05/2021,69,Maracujá Azedo,5.67
29/05/2021,69,Quiabo Estrela,5.50
29/05/2021,69,Alface Elba,3.39
29/05/2021,69,Rabanete,3.27
29/05/2021,69,Mostarda Crespa,3.11
29/05/2021,69,Quiabo Clemson,2.66
29/05/2021,69,Almeirão Roxo,2.60
29/05/2021,69,Quiabo Sta Cruz,2.04
29/05/2021,69,Almeirão Hadiche,1.38
29/05/2021,69,Manjericão Grego,0.47
29/05/2021,69,Melissa,0.33
29/05/2021,69,Hortelã,0.14
05/06/2021,70,Mandioca Branca,17.30
05/06/2021,70,Batata Doce Branca,15.57
05/06/2021,70,Batata Doce Cenoura,12.85
05/06/2021,70,Quiabo Estrela,12.13
05/06/2021,70,Chicória Crespa,7.29
05/06/2021,70,Cenoura,5.43
05/06/2021,70,Alface Elba,5.43
05/06/2021,70,Quiabo Clemson,3.88
05/06/2021,70,Quiabo Sta Cruz,3.63
05/06/2021,70,Rúcula,3.60
05/06/2021,70,Maracujá Azedo,3.40
05/06/2021,70,Almeirão Roxo,1.69
05/06/2021,70,Melissa,0.42
05/06/2021,70,Manjericão Grego,0.39
05/06/2021,70,Coentro,0.26
05/06/2021,70,Hortelã,0.11
12/06/2021,71,Quiabo Estrela,19.97
12/06/2021,71,Mandioca Branca,18.28
12/06/2021,71,Batata Doce Branca,15.70
12/06/2021,71,Mamão Formosa,10.11
12/06/2021,71,Mamão Papaia,6.75
12/06/2021,71,Cenoura,6.03
12/06/2021,71,Alface Elba,5.94
12/06/2021,71,Folha De Brócoli,4.82
12/06/2021,71,Maracujá Azedo,4.60
12/06/2021,71,Quiabo Sta Cruz,4.30
12/06/2021,71,Quiabo Clensom,4.27
12/06/2021,71,Escarola,3.41
12/06/2021,71,Almeirão Roxo,1.93
12/06/2021,71,Beldroega,1.45
12/06/2021,71,Jiló Comprido,0.78
12/06/2021,71,Melissa,0.40
12/06/2021,71,Manjericão Grego,0.36
12/06/2021,71,Hortelã,0.20
19/06/2021,72,Mandioca Branca,22.47
19/06/2021,72,Batata Doce Cenoura,19.45
19/06/2021,72,Quiabo Estrela,9.87
19/06/2021,72,Cenoura,6.50
19/06/2021,72,Alface Elba,5.30
19/06/2021,72,Maracujá Azedo,3.91
19/06/2021,72,Chicória Crespa,3.60
19/06/2021,72,Pepino Aodai,3.17
19/06/2021,72,Tomate Cereja Amarelo,3.00
19/06/2021,72,Quiabo Clensom,1.98
19/06/2021,72,Quiabo Sta Cruz,1.85
19/06/2021,72,Almeirão Roxo,1.79
19/06/2021,72,Tomate Pera Vermelho,1.57
19/06/2021,72,Cebolinha,0.90
19/06/2021,72,Salsa,0.38
19/06/2021,72,Melissa,0.35
19/06/2021,72,Manjericão Grego,0.34
19/06/2021,72,Orapronóbis,0.28
26/06/2021,73,Mandioca Branca,22.47
26/06/2021,73,Inhame,10.61
26/06/2021,73,Quiabo Estrela,8.30
26/06/2021,73,Cenoura,7.00
26/06/2021,73,Alface Elba,5.96
26/06/2021,73,Tomate Cereja Amarelo,4.19
26/06/2021,73,Mostarda Crespa,3.62
26/06/2021,73,Tomate Pera Vermelho,3.20
26/06/2021,73,Quiabo Clensom,2.76
26/06/2021,73,Quiabo Sta Cruz,2.36
26/06/2021,73,Rúcula,1.91
26/06/2021,73,Jiló Comprido,1.40
26/06/2021,73,Vagem Tempesta,0.86
26/06/2021,73,Melissa,0.47
26/06/2021,73,Manjericão Grego,0.28
26/06/2021,73,Hortelã,0.10
26/06/2021,73,Sálvia,0.03
03/07/2021,74,Batata Doce Branca,22.38
03/07/2021,74,Batata Doce Cenoura,13.36
03/07/2021,74,Brócoli E Folha De Brócoli,7.29
03/07/2021,74,Alface Elba,7.23
03/07/2021,74,Tomate Cereja Amarelo,7.16
03/07/2021,74,Cenoura,6.35
03/07/2021,74,Tomate Pera Vermelho,3.57
03/07/2021,74,Almeirão Roxo,2.80
03/07/2021,74,Quiabo Sta Cruz,1.46
03/07/2021,74,Quiabo Clensom,1.33
03/07/2021,74,Quiabo Estrela,1.06
03/07/2021,74,Salsa,0.62
03/07/2021,74,Jiló Comprido,0.48
03/07/2021,74,Melissa,0.31
03/07/2021,74,Tomate Cereja Vermelho,0.30
03/07/2021,74,Hortelã,0.12
10/07/2021,75,Mandioca Branca,19.00
10/07/2021,75,Erva Doce Funcho,7.56
10/07/2021,75,Alface Elba,7.49
10/07/2021,75,Cenoura,6.50
10/07/2021,75,Tomate Cereja Amarelo,6.35
10/07/2021,75,Tomate Pera Vermelho,4.50
10/07/2021,75,Chicória Crespa,3.91
10/07/2021,75,Quiabo Clensom,1.70
10/07/2021,75,Quiabo Sta Cruz,1.40
10/07/2021,75,Melissa,0.70
10/07/2021,75,Salsa,0.58
10/07/2021,75,Hortelã,0.09
17/07/2021,76,Batata Doce Cenoura,26.60
17/07/2021,76,Tomate Cereja Amarelo,15.50
17/07/2021,76,Brócoli E Folha De Brócoli,8.68
17/07/2021,76,Alface Crioula,7.70
17/07/2021,76,Cenoura,6.09
17/07/2021,76,Alface Elba,5.18
17/07/2021,76,Tomate Pera Vermelho,3.20
17/07/2021,76,Jiló Comprido,1.06
17/07/2021,76,Quiabo Sta Cruz,0.92
17/07/2021,76,Salsa,0.73
17/07/2021,76,Tomate Cereja Vermelho,0.35
17/07/2021,76,Melissa,0.33
17/07/2021,76,Alecrim,0.05
24/07/2021,77,Mandioca Branca,26.44
24/07/2021,77,Mamão Formosa,15.20
24/07/2021,77,Tomate Cereja Amarelo,10.68
24/07/2021,77,Alface Elba,9.12
24/07/2021,77,Cenoura,8.34
24/07/2021,77,Brócoli E Folha De Brócoli,7.92
24/07/2021,77,Tomate Pera Vermelho,2.11
24/07/2021,77,Mamão Papaia,1.20
24/07/2021,77,Quiabo Sta Cruz,0.96
24/07/2021,77,Salsa,0.72
24/07/2021,77,Quiabo Clensom,0.68
24/07/2021,77,Jiló Comprido,0.63
24/07/2021,77,Melissa,0.35
24/07/2021,77,Lavanda,0.05
31/07/2021,78,Mandioca Branca,12.24
31/07/2021,78,Tomate Cereja Amarelo,11.47
31/07/2021,78,Brócoli E Folha De Brócoli,6.29
31/07/2021,78,Cenoura,5.90
31/07/2021,78,Tomate Pera Vermelho,4.24
31/07/2021,78,Almeirão Roxo,3.75
31/07/2021,78,Almeirão Hadiche,2.83
31/07/2021,78,Escarola,1.45
31/07/2021,78,Quiabo Sta Cruz,0.87
31/07/2021,78,Salsa,0.76
31/07/2021,78,Chicória Crespa,0.53
31/07/2021,78,Jiló Comprido,0.43
31/07/2021,78,Melissa,0.27
31/07/2021,78,Peixinho Da Horta,0.18
31/07/2021,78,Manjericão Grego,0.11
07/08/2021,79,Batata Doce Cenoura,12.10
07/08/2021,79,Brócoli,9.06
07/08/2021,79,Banana Nanicão,7.47
07/08/2021,79,Banana Prata,7.33
07/08/2021,79,Cenoura,6.87
07/08/2021,79,Tomate Cereja Amarelo,6.68
07/08/2021,79,Couve Manteiga,5.55
07/08/2021,79,Alface Crioula,5.20
07/08/2021,79,Batata Doce Branca,5.11
07/08/2021,79,Alface Elba,3.15
07/08/2021,79,Tomate Pera Vermelho,2.97
07/08/2021,79,Salsa,1.24
07/08/2021,79,Cebolinha,0.94
07/08/2021,79,Melissa,0.35
07/08/2021,79,Sálvia,0.06
14/08/2021,80,Erva Doce Funcho,9.43
14/08/2021,80,Brócoli,7.84
14/08/2021,80,Cenoura,7.42
14/08/2021,80,Alface Crioula,6.70
14/08/2021,80,Tomate Cereja Amarelo,6.30
14/08/2021,80,Tomate Pera Vermelho,2.34
14/08/2021,80,Quiabo Estrela,1.86
14/08/2021,80,Couve Manteiga,1.62
14/08/2021,80,Jiló Comprido,1.04
14/08/2021,80,Salsa,0.92
14/08/2021,80,Jiló Redondo,0.48
14/08/2021,80,Quiabo Sta Cruz,0.38
14/08/2021,80,Melissa,0.31
14/08/2021,80,Quiabo Clensom,0.28
14/08/2021,80,Hortelã,0.10
21/08/2021,81,Mandioca Branca,15.51
21/08/2021,81,Tomate Cereja Amarelo,7.81
21/08/2021,81,Alface Crioula,7.69
21/08/2021,81,Batata Doce Roxa,7.24
21/08/2021,81,Cenoura,5.69
21/08/2021,81,Couve Manteiga,5.00
21/08/2021,81,Almeirão Roxo,5.00
21/08/2021,81,Rúcula,5.00
21/08/2021,81,Alface Elba,4.86
21/08/2021,81,Tomate Pera Vermelho,4.74
21/08/2021,81,Salsa,1.04
21/08/2021,81,Açafrão Da Terra,0.82
21/08/2021,81,Cebolinha,0.48
21/08/2021,81,Melissa,0.37
21/08/2021,81,Orapronóbis,0.21
21/08/2021,81,Hortelã,0.10
28/08/2021,82,Couve Flor,35.41
28/08/2021,82,Tomate Pera Vermelho,7.69
28/08/2021,82,Rábano Minowase,6.09
28/08/2021,82,Tamarindo,5.83
28/08/2021,82,Couve Manteiga,5.28
28/08/2021,82,Alface Crioula,5.12
28/08/2021,82,Cenoura,4.00
28/08/2021,82,Tomate Cereja Amarelo,3.85
28/08/2021,82,Alface Elba,3.23
28/08/2021,82,Alho Poró,2.25
28/08/2021,82,Jiló Comprido,1.76
28/08/2021,82,Quiabo Sta Cruz,1.17
28/08/2021,82,Salsa,1.00
28/08/2021,82,Jiló Redondo,0.46
28/08/2021,82,Melissa,0.45
28/08/2021,82,Brócoli,0.42
28/08/2021,82,Manjericão Grego,0.29
28/08/2021,82,Hortelã,0.25
04/09/2021,83,Coco Baiano,28.96
04/09/2021,83,Alface Elba,8.02
04/09/2021,83,Chicória Crespa,8.00
04/09/2021,83,Tomate Pera Vermelho,6.11
04/09/2021,83,Couve Manteiga,5.60
04/09/2021,83,Cenoura,4.32
04/09/2021,83,Rábano Minowase,4.16
04/09/2021,83,Alface Crioula,4.16
04/09/2021,83,Rúcula,3.76
04/09/2021,83,Tomate Cereja Amarelo,2.88
04/09/2021,83,Beldroega,2.00
04/09/2021,83,Salsa,1.48
04/09/2021,83,Melissa,0.61
04/09/2021,83,Manjericão Grego,0.17
04/09/2021,83,Lavanda,0.07
11/09/2021,84,Tomate Pera Vermelho,10.84
11/09/2021,84,Batata Markies,9.95
11/09/2021,84,Batata Orchestra,7.73
11/09/2021,84,Jiló Comprido,7.40
11/09/2021,84,Almeirão Roxo,7.30
11/09/2021,84,Chicória Crespa,7.03
11/09/2021,84,Couve Manteiga,6.95
11/09/2021,84,Rábano Minowase,5.15
11/09/2021,84,Alface Elba,4.81
11/09/2021,84,Tomate Cereja Amarelo,4.16
11/09/2021,84,Rúcula,3.24
11/09/2021,84,Tamarindo,2.70
11/09/2021,84,Jiló Redondo,2.33
11/09/2021,84,Beldroega,2.05
11/09/2021,84,Salsa,1.00
11/09/2021,84,Melissa,0.37
11/09/2021,84,Hortelã,0.21
18/09/2021,85,Mandioca Branca,14.95
18/09/2021,85,Tomate Pera Vermelho,14.02
18/09/2021,85,Chicória Crespa,7.04
18/09/2021,85,Almeirão Catalão,5.10
18/09/2021,85,Rábano Minowase,4.72
18/09/2021,85,Couve Manteiga,4.60
18/09/2021,85,Alface Crioula,3.33
18/09/2021,85,Tomate Cereja Amarelo,2.70
18/09/2021,85,Jiló Comprido,2.59
18/09/2021,85,Alface Elba,2.22
18/09/2021,85,Rúcula,2.13
18/09/2021,85,Salsa,1.22
18/09/2021,85,Jiló Redondo,0.82
18/09/2021,85,Melissa,0.73
18/09/2021,85,Hortelã,0.30
25/09/2021,86,Batata Markies,36.21
25/09/2021,86,Tomate Pera Vermelho,9.76
25/09/2021,86,Tamarindo,7.08
25/09/2021,86,Chicória Crespa,6.73
25/09/2021,86,Almeirão Catalão,5.23
25/09/2021,86,Couve Manteiga,4.32
25/09/2021,86,Alface Crioula,4.26
25/09/2021,86,Rábano Minowase,3.70
25/09/2021,86,Rúcula,2.18
25/09/2021,86,Tomate Cereja Amarelo,1.86
25/09/2021,86,Jiló Comprido,1.79
25/09/2021,86,Salsa,1.35
25/09/2021,86,Jiló Redondo,1.04
25/09/2021,86,Hortelã,0.47
25/09/2021,86,Melissa,0.44
02/10/2021,87,Batata Cupido,11.26
02/10/2021,87,Batata Orchestra,8.86
02/10/2021,87,Erva Doce Funcho,6.00
02/10/2021,87,Almeirão Roxo,5.09
02/10/2021,87,Chicória Crespa,4.75
02/10/2021,87,Alho Poró,3.63
02/10/2021,87,Tomate Pera Vermelho,2.99
02/10/2021,87,Salsa,2.19
02/10/2021,87,Alface Crioula,2.15
02/10/2021,87,Almeirão Hadiche,2.15
02/10/2021,87,Melissa,0.54
02/10/2021,87,Tomate Cereja Amarelo,0.53
02/10/2021,87,Hortelã,0.47
09/10/2021,88,Batata Cupido,18.07
09/10/2021,88,Batata Orchestra,16.45
09/10/2021,88,Abobrinha Italiana,7.87
09/10/2021,88,Chicória Crespa,4.00
09/10/2021,88,Abóbora Menina Brasileira,3.43
09/10/2021,88,Tamarindo,3.33
09/10/2021,88,Almeirão Roxo,2.92
09/10/2021,88,Couve Manteiga,2.80
09/10/2021,88,Cebola Branca,2.66
09/10/2021,88,Almeirão Catalão,2.55
09/10/2021,88,Beldroega,2.24
09/10/2021,88,Tomate Pera Vermelho,1.82
09/10/2021,88,Salsa,1.69
09/10/2021,88,Cebola Roxa,1.62
09/10/2021,88,Jiló Comprido,1.40
09/10/2021,88,Abóbora Moranga,1.04
09/10/2021,88,Jiló Redondo,0.96
09/10/2021,88,Tomate Cereja Vermelho,0.85
09/10/2021,88,Melissa,0.78
09/10/2021,88,Manjericão Grego,0.75
09/10/2021,88,Hortelã,0.18
16/01/2021,89,Batata Cupido,29.83
16/01/2021,89,Manga Rosa,12.11
16/01/2021,89,Cenoura,9.14
16/01/2021,89,Chicória Crespa,4.14
16/01/2021,89,Rúcula,3.38
16/01/2021,89,Rabanete Crinsom,3.00
16/01/2021,89,Beldroega,2.35
16/01/2021,89,Almeirão Roxo,1.97
16/01/2021,89,Pitanga,1.71
16/01/2021,89,Salsa,1.46
16/01/2021,89,Manga Manteiguinha,1.08
16/01/2021,89,Melissa,0.79
16/01/2021,89,Manjericão Grego,0.65
16/01/2021,89,Hortelã,0.33
23/10/2021,90,Batata Cupido,26.67
23/10/2021,90,Manga Rosa,24.72
23/10/2021,90,Manga Manteiguinha,9.92
23/10/2021,90,Cenoura,9.26
23/10/2021,90,Abobrinha Italiana,6.90
23/10/2021,90,Pepino Aodai,6.75
23/10/2021,90,Chicória Crespa,4.30
23/10/2021,90,Abóbora Menina Brasileira,3.90
23/10/2021,90,Abóbora Moranga,3.12
23/10/2021,90,Caruru Amarantos,2.30
23/10/2021,90,Jiló Comprido,2.28
23/10/2021,90,Caju Vermelho,2.00
23/10/2021,90,Cebolinha,1.74
23/10/2021,90,Pitanga,1.70
23/10/2021,90,Salsa,1.39
23/10/2021,90,Beldroega,1.28
23/10/2021,90,Maxixe Do Norte,0.84
23/10/2021,90,Melissa,0.57
23/10/2021,90,Hortelã,0.49
30/10/2021,91,Manga Rosa,57.45
30/10/2021,91,Batata Orchestra,28.58
30/10/2021,91,Manga Manteiguinha,18.02
30/10/2021,91,Jabuticaba,7.09
30/10/2021,91,Cenoura,6.81
30/10/2021,91,Tamarindo,5.70
30/10/2021,91,Chicória Crespa,5.08
30/10/2021,91,Jiló Comprido,4.37
30/10/2021,91,Beldroega,2.13
30/10/2021,91,Salsa,1.20
30/10/2021,91,Almeirão Roxo,0.97
30/10/2021,91,Melissa,0.79
30/10/2021,91,Jiló Redondo,0.54
30/10/2021,91,Hortelã,0.36
06/11/2021,92,Batata Orchestra,23.00
06/11/2021,92,Manga Rosa,18.20
06/11/2021,92,Cenoura,6.28
06/11/2021,92,Abóbora Caipira,6.05
06/11/2021,92,Pepino Aodai,5.10
06/11/2021,92,Abóbora Menina Brasileira,3.86
06/11/2021,92,Abóbora Moranga,3.66
06/11/2021,92,Chicória Crespa,3.26
06/11/2021,92,Jiló Comprido,2.18
06/11/2021,92,Cebolinha,0.98
06/11/2021,92,Orapronóbis,0.71
06/11/2021,92,Melissa,0.64
06/11/2021,92,Salsa,0.59
06/11/2021,92,Hortelã,0.24
06/11/2021,92,Tomilho,0.03
06/11/2021,92,Batata Orchestra,8.18
06/11/2021,92,Manga Rosa,8.18
06/11/2021,92,Cenoura,2.16
06/11/2021,92,Abóbora Capiria,2.00
06/11/2021,92,Abóbora Menina Brasileira,1.88
06/11/2021,92,Abóbora Moranga,1.00
06/11/2021,92,Chicória Crespa,1.00
06/11/2021,92,Jiló Comprido,1.00
06/11/2021,92,Cebolinha,0.40
06/11/2021,92,Melissa,0.26
06/11/2021,92,Salsa,0.20
06/11/2021,92,Orapronóbis,0.20
06/11/2021,92,Hortelã,0.07
06/11/2021,92,Tomilho,0.01
06/11/2021,92,Pepino Aodai,1.15
06/11/2021,92,Cenoura,1.76
06/11/2021,92,Tamarindo,1.48
06/11/2021,92,Vagem Tempesta,0.99
06/11/2021,92,Maxixe Do Norte,0.82
06/11/2021,92,Beldroega,0.28
06/11/2021,92,Vagem De Corda,0.17
06/11/2021,92,Manjericão Grego,0.08
11/11/2021,93,Batata Markies,13.44
11/11/2021,93,Cenoura,5.00
11/11/2021,93,Pepino Aodai,2.40
11/11/2021,93,Mamão Papaia,1.85
11/11/2021,93,Salsa,1.50
11/11/2021,93,Hortelã,0.87
11/11/2021,93,Alface Crioula,0.82
11/11/2021,93,Vagem Tempesta,0.76
11/11/2021,93,Rúcula,0.55
11/11/2021,93,Manjericão Grego,0.45
11/11/2021,93,Flor De Cosmos,0.17
11/11/2021,93,Flor De Erva Doca Funcho,0.12
13/11/2021,93,Manga Rosa,22.48
13/11/2021,93,Batata Markies,18.96
13/11/2021,93,Manga Manteiguinha,18.28
13/11/2021,93,Abóbora Caravela,7.19
13/11/2021,93,Abóbora Moranga,4.91
13/11/2021,93,Abóbora Menina Brasileira,3.82
13/11/2021,93,Vagem Tempesta,2.50
13/11/2021,93,Alho Poró,2.27
13/11/2021,93,Beldroega,2.13
13/11/2021,93,Jiló Comprido,1.93
13/11/2021,93,Jiló Redondo,1.10
13/11/2021,93,Melissa,0.58
13/11/2021,93,Manjericão Grego,0.42
13/11/2021,93,Vagem De Corda,0.32
13/11/2021,93,Hortelã,0.30
13/11/2021,93,Alfavacão Cravo,0.25
13/11/2021,93,Lavanda,0.14
13/11/2021,93,Manga Rosa,10.20
13/11/2021,93,Manga Manteiguinha,10.10
13/11/2021,93,Batata Markies,4.50
13/11/2021,93,Abóbora Caravela,2.60
13/11/2021,93,Vagem Tempesta,0.45
13/11/2021,93,Alho Poró,0.40
13/11/2021,93,Jiló Comprido,0.35
13/11/2021,93,Beldroega,0.30
13/11/2021,93,Melissa,0.20
13/11/2021,93,Hortelã,0.05
13/11/2021,93,Alfavacão Cravo,0.04
13/11/2021,93,Manjericão Grego,0.04
17/11/2021,94,Batata Markies,13.24
17/11/2021,94,Jabuticaba,4.66
17/11/2021,94,Mamão Papaia,1.00
17/11/2021,94,Alho Poró,1.00
17/11/2021,94,Alface Crioula,0.70
17/11/2021,94,Hortelã,0.30
20/11/2021,94,Manga Rosa,22.55
20/11/2021,94,Mandioca Branca,18.50
20/11/2021,94,Abóbora Caravela,15.55
20/11/2021,94,Milho Amarelo,7.79
20/11/2021,94,Manga Manteiguinha,7.27
20/11/2021,94,Cenoura,3.72
20/11/2021,94,Chicória Crespa,3.29
20/11/2021,94,Abóbora Moranga,2.70
20/11/2021,94,Acerola,2.66
20/11/2021,94,Beldroega,1.40
20/11/2021,94,Vagem Tempesta,1.26
20/11/2021,94,Jiló Comprido,0.88
20/11/2021,94,Almeirão Roxo,0.87
20/11/2021,94,Espinafre Africano,0.71
20/11/2021,94,Salsa,0.65
20/11/2021,94,Manjericão Grego,0.61
20/11/2021,94,Maxixe Do Norte,0.55
20/11/2021,94,Jiló Redondo,0.55
20/11/2021,94,Melissa,0.53
20/11/2021,94,Hortelã,0.19
20/11/2021,94,Manga Rosa,12.00
20/11/2021,94,Mandioca Branca,4.88
20/11/2021,94,Manga Manteiguinha,2.92
20/11/2021,94,Milho Amarelo,2.90
20/11/2021,94,Abóbora Caravela,2.36
20/11/2021,94,Chicória Crespa,0.86
20/11/2021,94,Cenoura,0.54
20/11/2021,94,Manjericão Grego,0.18
20/11/2021,94,Salsa,0.18
24/11/2021,95,Vagem Tempesta,0.39
24/11/2021,95,Manjericão Grego,0.26
24/11/2021,95,Hortelã,0.17
27/11/2021,95,Manga Manteiguinha,25.60
27/11/2021,95,Abóbora Caravela,21.29
27/11/2021,95,Mandioca Branca,16.61
27/11/2021,95,Milho Amarelo,9.00
27/11/2021,95,Pepino Aodai,4.00
27/11/2021,95,Alface Crioula,3.80
27/11/2021,95,Alho Poró,2.00
27/11/2021,95,Beldroega,1.91
27/11/2021,95,Abobrinha Italiana,1.75
27/11/2021,95,Couve Manteiga,1.00
27/11/2021,95,Melissa,0.63
27/11/2021,95,Manjericão Grego,0.59
27/11/2021,95,Orapronóbis,0.44
27/11/2021,95,Salsa,0.43
27/11/2021,95,Flor De Cosmos,0.24
