"data","temp_min","temp_med","temp_max","umid_min","umid_med","umid_max","precip"
2024-12-13,20.21,26.74,33.27,43.92,67.76,91.6,0
2024-12-14,20.89,27.57,34.25,37.63,65.265,92.9,7.112
2024-12-15,19.57,22.04,24.51,77.77,86.085,94.4,32.77
2024-12-16,21.26,25.53,29.8,55.66,75.08,94.5,24.38
2024-12-17,19.35,24.76,30.17,48.63,70.315,92,0
2024-12-18,19.45,26.19,32.93,34.29,57.11,79.93,0
2024-12-19,21.06,27.555,34.05,34.52,60.31,86.1,0
2024-12-20,20.96,27.875,34.79,33.44,62.07,90.7,0
2024-12-21,23.27,28.675,34.08,34.76,60.93,87.1,0
2024-12-22,19.98,26.675,33.37,43.14,69.22,95.3,48.77
2024-12-23,20.11,25.595,31.08,55.96,75.73,95.5,254
2024-12-24,20.11,26.71,33.31,37.4,65.05,92.7,0
2024-12-25,21.29,27.415,33.54,36.62,64.56,92.5,1.016
2024-12-26,21.67,25.735,29.8,57.86,76.63,95.4,65.79
2024-12-27,20.8,24.255,27.71,69.27,82.485,95.7,64.26
2024-12-28,21.77,24.725,27.68,70.62,83.16,95.7,8.89
2024-12-29,19.4,25.27,31.14,53.53,74.065,94.6,1.524
2024-12-30,19.71,26.275,32.84,44.23,67.515,90.8,254
2024-12-31,20.48,26.755,33.03,40.91,65.205,89.5,0
2025-01-01,21.26,27.3,33.34,39.83,65.515,91.2,0
2025-01-02,21.06,26.91,32.76,43.42,65.26,87.1,0
2025-01-03,21.67,27.37,33.07,39.93,65.165,90.4,0
2025-01-04,21.19,26.62,32.05,46.53,70.965,95.4,11.18
2025-01-05,21.06,26.555,32.05,51.02,73.21,95.4,254
2025-01-06,21.84,27.285,32.73,34.02,59.26,84.5,0
2025-01-07,21.23,27.13,33.03,39.8,66.6,93.4,0
2025-01-08,22.01,27.055,32.1,44.37,68.635,92.9,0
2025-01-09,20.72,26.425,32.13,45.62,68.61,91.6,1.778
2025-01-10,19.55,25.2,30.85,50.86,70.28,89.7,4.064
2025-01-11,20.18,26.29,32.4,39.66,62.58,85.5,0
2025-01-12,20.86,27.54,34.22,33.24,64.02,94.8,6.096
2025-01-13,18.94,25.45,31.96,48.39,71.545,94.7,0
2025-01-14,17.66,25.095,32.53,40.07,60.785,81.5,0
2025-01-15,18.54,25.32,32.1,28.17,57.335,86.5,0
2025-01-16,19.39,26.515,33.64,40.81,67.555,94.3,3.81
2025-01-17,21.8,26.23,30.66,54.05,74.275,94.5,11.43
2025-01-18,22.21,25.69,29.17,61.12,76.91,92.7,6.604
2025-01-19,22.07,26.88,31.69,47.75,69.075,90.4,0
2025-01-20,20.25,27.115,33.98,40.24,66.47,92.7,0
2025-01-21,21.33,27.425,33.52,40.41,65.455,90.5,0
2025-01-22,21.94,27.96,33.98,33.07,58.635,84.2,0
2025-01-23,22.84,29.305,35.77,30.9,55.35,79.8,0
2025-01-24,20.05,26.965,33.88,43.92,67.16,90.4,15.49
2025-01-25,20.82,27.52,34.22,32.5,59.6,86.7,0
2025-01-26,22.18,28.875,35.57,32.66,61.08,89.5,762
2025-01-27,21.09,27.32,33.55,44.47,69.835,95.2,32.77
2025-01-28,20.25,24,27.75,64.41,79.805,95.2,2.032
2025-01-29,20.72,25.835,30.95,46.77,67.585,88.4,0
2025-01-30,21.63,26.715,31.8,51.2,71.45,91.7,254
2025-01-31,20.72,27.035,33.35,42.51,68.205,93.9,23.11
2025-02-01,21.57,25.2,28.83,59.33,76.665,94,508
2025-02-02,21.07,24.935,28.8,62.84,78.62,94.4,18.03
2025-02-03,20.82,24.59,28.36,63.52,79.36,95.2,47.24
2025-02-04,20.65,22.835,25.02,81.8,88.55,95.3,20.83
2025-02-05,20.65,24.76,28.87,58.82,76.36,93.9,1.016
2025-02-06,21.7,25.165,28.63,59.23,76.415,93.6,0
2025-02-07,20.25,26.495,32.74,36.39,63.495,90.6,0
2025-02-08,18.27,26.03,33.79,33.51,60.655,87.8,4.572
2025-02-09,20.17,26.83,33.49,33.92,60.66,87.4,0
2025-02-10,22.18,27.785,33.39,28.24,58.12,88,0
2025-02-11,21.94,27.63,33.32,32.4,56.65,80.9,0
2025-02-12,20.86,27.14,33.42,31.65,59.725,87.8,0
2025-02-13,20.44,26.795,33.15,40.55,66.975,93.4,6.858
2025-02-14,21.5,26.88,32.26,41.19,67.295,93.4,254
2025-02-15,23.27,29,34.73,35.77,58.885,82,0
2025-02-16,23.64,29.29,34.94,35.88,61.39,86.9,20.07
2025-02-17,23.09,29.15,35.21,30.84,58.72,86.6,0
2025-02-18,22.75,29.295,35.84,33.07,59.185,85.3,0
2025-02-19,22.21,28.405,34.6,33.92,60.96,88,0
2025-02-20,21.77,28.855,35.94,33.78,59.89,86,0
2025-02-21,22.24,28.685,35.13,37.43,62.165,86.9,762
2025-02-22,21.94,29.195,36.45,34.49,61.395,88.3,0
2025-02-23,21.19,27.88,34.57,36.02,64.26,92.5,3.048
2025-02-24,21.47,27.835,34.2,35.2,63.1,91,0
2025-02-25,23.08,28.335,33.59,36.22,57.65,79.08,0
2025-02-26,22.01,26.655,31.3,45.7,65.85,86,15.49
2025-02-27,21.84,27.93,34.02,32.46,60.63,88.8,254
2025-02-28,21.74,28.14,34.54,33.45,60.325,87.2,0
2025-03-01,23.2,28.9,34.6,30.3,56.4,82.5,0
2025-03-02,23,28.9,34.8,27.6,48.75,69.9,0
2025-03-03,22,27.15,32.3,31.6,54.7,77.8,0
2025-03-04,22.9,29.1,35.3,25.7,49.9,74.1,0
2025-03-05,22.6,28.5,34.4,28.2,49.05,69.9,0.8
2025-03-06,22.8,28.15,33.5,33,49.75,66.5,0
2025-03-07,21,27.7,34.4,18.6,39.65,60.7,0
2025-03-08,20.8,27.25,33.7,24.6,43.35,62.1,0
2025-03-09,21.4,28.1,34.8,21.2,42.85,64.5,0
2025-03-10,22.7,29.75,36.8,21.5,44,66.5,0
2025-03-11,21.4,28.85,36.3,23.8,57.3,90.8,4.3
2025-03-12,21.6,25.3,29,48.7,69.7,90.7,0
2025-03-13,20.6,27.5,34.4,33.3,60.85,88.4,0
2025-03-14,20.8,27.25,33.7,33.3,61.25,89.2,0
2025-03-15,21.3,27.9,34.5,33.5,61.5,89.5,0.5
2025-03-16,20.4,27.9,35.4,31.8,60.55,89.3,0
2025-03-17,21.2,28.2,35.2,33.9,64.1,94.3,24.4
2025-03-18,21.4,25.75,30.1,55.7,75,94.3,0.3
2025-03-19,20.8,26.2,31.6,49.5,70.25,91,0
2025-03-20,18.7,24.8,30.9,42.9,67.25,91.6,0
2025-03-21,17.2,24.5,31.8,35.9,62.65,89.4,0
2025-03-22,17.8,25.55,33.3,31.6,59.95,88.3,0
2025-03-23,21.7,26.5,31.3,45.7,67.05,88.4,0
2025-03-24,21.1,26.9,32.7,38.5,65.65,92.8,1
2025-03-25,21.2,27.1,33,38.8,66,93.2,0
2025-03-26,21.8,28.2,34.6,37.3,63.75,90.2,12.7
2025-03-27,19.8,25.45,31.1,46.9,71.25,95.6,22.1
2025-03-28,20.7,27,33.3,38.3,65.05,91.8,0
2025-03-29,21.5,27.95,34.4,34,61.75,89.5,0
2025-03-30,20.8,27.05,33.3,40.5,65.9,91.3,22.4
2025-03-31,21.63,27.625,33.62,37.44,65.07,92.7,4.826
2025-04-01,20.7,22.8,24.9,77,85.7,94.4,12.4
2025-04-02,21.4,26.55,31.7,44.7,69.45,94.2,0.3
2025-04-03,21.9,28.05,34.2,35.6,62.2,88.8,0
2025-04-04,22.7,27.9,33.1,38.2,62.9,87.6,0
2025-04-05,19.7,26.05,32.4,43.2,66.55,89.9,0.8
2025-04-06,16.6,22.75,28.9,49.9,67.5,85.1,0
2025-04-07,17,22.45,27.9,47.1,64.5,81.9,0
2025-04-08,18.3,24.4,30.5,41,60.95,80.9,0
2025-04-09,20,25.5,31,36,58.75,81.5,0
2025-04-10,19.6,25.25,30.9,43.6,68.9,94.2,0.3
2025-04-11,20,25.35,30.7,46.4,70.4,94.4,0
2025-04-12,18.3,25.25,32.2,36.6,62.35,88.1,0
2025-04-13,18.7,25.7,32.7,32,60.05,88.1,0
2025-04-14,20.1,25.1,30.1,46.9,67.35,87.8,0
2025-04-15,18.4,25.45,32.5,37.1,63.5,89.9,0
2025-04-16,18.2,23.75,29.3,52.2,72.65,93.1,9.9
2025-04-17,18.6,24.05,29.5,50.9,72.7,94.5,1.3
2025-04-18,21.1,25.6,30.1,50.6,72.35,94.1,7.6
2025-04-19,20.2,22.6,25,75.8,85.5,95.2,3
2025-04-20,19.1,23.9,28.7,51.9,73.6,95.3,0.3
2025-04-21,18.3,24.2,30.1,48.3,69.95,91.6,0
2025-04-22,16.5,23.2,29.9,43.9,67.2,90.5,0
2025-04-23,16.7,23.3,29.9,39.4,64.95,90.5,0
2025-04-24,16.8,23.95,31.1,40.3,66.25,92.2,0
2025-04-25,20.2,25.4,30.6,52.8,74.05,95.3,7.6
2025-04-26,20.1,23.8,27.5,66,80.65,95.3,0.3
2025-04-27,20.2,24,27.8,66.4,80.85,95.3,3
2025-04-28,20.1,25.45,30.8,47.3,71.3,95.3,8.4
2025-04-29,19.4,22.45,25.5,73.1,84.3,95.5,13.2
2025-04-30,17.7,22.8,27.9,58.5,77,95.5,0
2025-05-01,14.67,21.63,28.59,42.79,68.545,94.3,254
2025-05-02,14.87,22.035,29.2,47.12,69.86,92.6,0
2025-05-03,17.41,23.765,30.12,48.06,65.88,83.7,0
2025-05-04,17.73,23.925,30.12,40.32,60.86,81.4,0
2025-05-05,16.77,22.68,28.59,36.33,56.77,77.21,0
2025-05-06,16.46,22.06,27.66,36.67,58.935,81.2,0
2025-05-07,17.24,23.17,29.1,34.23,56.965,79.7,0
2025-05-08,17.88,24.285,30.69,38.02,59.36,80.7,0
2025-05-09,19.12,25.36,31.6,35.85,60.775,85.7,0
2025-05-10,19.45,25.78,32.11,33.55,59.425,85.3,0
2025-05-11,19.44,25.93,32.42,39.07,66.185,93.3,0
2025-05-12,15.82,21.87,27.92,55.4,74.4,93.4,0
2025-05-13,15.99,22.275,28.56,51.04,71.57,92.1,27.43
2025-05-14,16.19,22.02,27.85,51.69,70.695,89.7,0
2025-05-15,14.89,21.225,27.56,44.99,67.495,90,0
2025-05-16,15.12,21.2,27.28,38.36,60.78,83.2,0
2025-05-17,16.36,22.09,27.82,40.89,61.845,82.8,0
2025-05-18,17.31,23.24,29.17,37.58,60.94,84.3,0
2025-05-19,17.69,23.33,28.97,39.71,61.255,82.8,0
2025-05-20,16.56,22.795,29.03,33.42,56.56,79.7,0
2025-05-21,15.61,22.12,28.63,34.8,58.8,82.8,0
2025-05-22,15.55,22.07,28.59,34.57,57.635,80.7,0
2025-05-23,14.35,21.965,29.58,27.06,53.83,80.6,0
2025-05-24,14.38,21.91,29.44,27.23,59.565,91.9,0
2025-05-25,15.58,23.085,30.59,29.09,60.595,92.1,0
2025-05-26,15.72,23.325,30.93,26.31,53.105,79.9,0
2025-05-27,16.6,23.005,29.41,32.06,55.335,78.61,0
2025-05-28,17.04,23.025,29.01,31.8,53.665,75.53,0
2025-05-29,10.62,16.565,22.51,63.43,79.015,94.6,5.588
2025-05-30,6.618,12.729,18.84,37.42,63.91,90.4,0
