"dia","id_partilha","cultivo","variedade","quantidade","tipo_cultivo","mes"
2022-03-12,110,"rucula","padrao",1.42,"hortalica",2022-03-01
2022-03-12,110,"quiabo","sta_cruz",0.97,"legume",2022-03-01
2022-03-12,110,"alfavacao","cravo",0.26,"hortalica",2022-03-01
2022-03-12,110,"ora_pro_nobis","padrao",0.21,"hortalica",2022-03-01
2022-03-12,110,"urucum","padrao",0.21,"planta_medicinal",2022-03-01
2022-03-12,110,"manjericao","grego",0.1,"ervas",2022-03-01
2022-03-16,111,"mamao","formosa",1.4,"fruta",2022-03-01
2022-03-16,111,"abobora","italiana",1.3,"legume",2022-03-01
2022-03-16,111,"quiabo","sta_cruz",1.23,"legume",2022-03-01
2022-03-16,111,"maracuja","azedo",1,"fruta",2022-03-01
2022-03-16,111,"abobora","caipira",0.94,"legume",2022-03-01
2022-03-16,111,"vagem","feijao_de_corda",0.53,"legume",2022-03-01
2022-03-16,111,"rucula","padrao",0.16,"hortalica",2022-03-01
2022-03-16,111,"alface","elba",0.15,"hortalica",2022-03-01
2022-03-16,111,"chicoria","crespa",0.14,"hortalica",2022-03-01
2022-03-16,111,"hortela","pimenta",0.09,"ervas",2022-03-01
2022-03-16,111,"urucum","padrao",0.08,"planta_medicinal",2022-03-01
2022-03-16,111,"hortela","padrao",0.07,"ervas",2022-03-01
2022-03-16,111,"coentro","padrao",0.07,"ervas",2022-03-01
2022-03-16,111,"manjericao","grego",0.06,"ervas",2022-03-01
2022-03-16,111,"flor","zinnea",0.02,"outros",2022-03-01
2022-03-16,111,"melao","de_sao_caetano",0.02,"fruta",2022-03-01
2022-03-16,111,"jambu","do_para",0.02,"hortalica",2022-03-01
2022-03-16,111,"alecrim","padrao",0.02,"ervas",2022-03-01
2022-03-16,111,"lavanda","padrao",0.02,"planta_medicinal",2022-03-01
2022-03-16,111,"cosmos","padrao",0.02,"outros",2022-03-01
2022-03-16,111,"clitoria","padrao",0,"planta_medicinal",2022-03-01
2022-03-19,111,"mandioca","branca",12.87,"tuberculo",2022-03-01
2022-03-19,111,"banana","maca",6.62,"fruta",2022-03-01
2022-03-19,111,"vagem","feijao_de_corda",4.02,"legume",2022-03-01
2022-03-19,111,"maracuja","azedo",3.65,"fruta",2022-03-01
2022-03-19,111,"chicoria","crespa",2.32,"hortalica",2022-03-01
2022-03-19,111,"jilo","redondo",0.82,"legume",2022-03-01
2022-03-19,111,"manjericao","grego",0.31,"ervas",2022-03-01
2022-03-19,111,"cebolinha","nira",0.26,"ervas",2022-03-01
2022-03-19,111,"cosmos","padrao",0.09,"outros",2022-03-01
2022-03-19,111,"lavanda","padrao",0.07,"planta_medicinal",2022-03-01
2022-03-23,112,"mamao","formosa",1.41,"fruta",2022-03-01
2022-03-23,112,"maracuja","azedo",1.36,"fruta",2022-03-01
2022-03-23,112,"quiabo","santa_cruz",0.49,"legume",2022-03-01
2022-03-23,112,"banana","maca",0.43,"fruta",2022-03-01
2022-03-23,112,"cana_do_brejo","padrao",0.3,"planta_medicinal",2022-03-01
2022-03-23,112,"rucula","padrao",0.13,"hortalica",2022-03-01
2022-03-23,112,"urucum","padrao",0.13,"planta_medicinal",2022-03-01
2022-03-23,112,"pimenta","cambucci",0.11,"legume",2022-03-01
2022-03-23,112,"hortela","padrao",0.08,"ervas",2022-03-01
2022-03-23,112,"flor","zinnea",0.07,"outros",2022-03-01
2022-03-23,112,"manjericao","folha_larga",0.05,"ervas",2022-03-01
2022-03-23,112,"alecrim","padrao",0.03,"ervas",2022-03-01
2022-03-23,112,"melao","de_sao_caetano",0.03,"fruta",2022-03-01
2022-03-23,112,"cosmos","padrao",0.03,"outros",2022-03-01
2022-03-23,112,"jambu","do_para",0.01,"hortalica",2022-03-01
2022-03-26,112,"mamao","formosa",17.4,"fruta",2022-03-01
2022-03-26,112,"mandioca","branca",7.61,"tuberculo",2022-03-01
2022-03-26,112,"vagem","feijao_de_corda",6.8,"legume",2022-03-01
2022-03-26,112,"batata_doce","cenoura",6.5,"tuberculo",2022-03-01
2022-03-26,112,"maracuja","azedo",3.43,"fruta",2022-03-01
2022-03-26,112,"beldroega","padrao",3,"outros",2022-03-01
2022-03-26,112,"batata_doce","branca",1.5,"tuberculo",2022-03-01
2022-03-26,112,"chicoria","crespa",1.44,"hortalica",2022-03-01
2022-03-26,112,"jilo","redondo",0.58,"legume",2022-03-01
2022-03-26,112,"cosmos","padrao",0.26,"outros",2022-03-01
2022-03-26,112,"manjericao","grego",0.2,"ervas",2022-03-01
2022-03-26,112,"lippia_alba","padrao",0.18,"planta_medicinal",2022-03-01
2022-03-26,112,"alfavacao","cravo",0.18,"hortalica",2022-03-01
2022-03-26,112,"ora_pro_nobis","padrao",0.15,"hortalica",2022-03-01
2022-03-26,113,"mamao","formosa",22.46,"fruta",2022-03-01
2022-03-26,113,"mandioca","branca",9.7,"tuberculo",2022-03-01
2022-03-26,113,"vagem","feijao_de_corda",4.4,"legume",2022-03-01
2022-03-26,113,"maracuja","azedo",2.1,"fruta",2022-03-01
2022-03-26,113,"chicoria","crespa",1.6,"hortalica",2022-03-01
2022-03-26,113,"hortela","padrao",0.62,"ervas",2022-03-01
2022-03-26,113,"lippia_alba","padrao",0.56,"planta_medicinal",2022-03-01
2022-03-26,113,"ora_pro_nobis","padrao",0.32,"hortalica",2022-03-01
2022-03-26,113,"cosmos","padrao",0.18,"outros",2022-03-01
2022-03-26,113,"manjericao","grego",0.15,"ervas",2022-03-01
2022-03-26,113,"cebolinha","nira",0.15,"ervas",2022-03-01
2022-03-26,113,"salvia","padrao",0.06,"ervas",2022-03-01
2022-03-30,113,"mandioca","branca",5,"tuberculo",2022-03-01
2022-03-30,113,"vagem","de_corda",0.5,"legume",2022-03-01
2022-03-30,113,"cana_do_brejo","padrao",0.25,"planta_medicinal",2022-03-01
2022-03-30,113,"urucum","padrao",0.1,"planta_medicinal",2022-03-01
2022-03-30,113,"pimenta","habanero",0.1,"legume",2022-03-01
2022-03-30,113,"hortela","padrao",0.09,"ervas",2022-03-01
2022-03-30,113,"manjericao","grego",0.05,"ervas",2022-03-01
2022-03-30,113,"alecrim","padrao",0.02,"ervas",2022-03-01
2022-03-30,113,"manjericao","folha_larga",0.02,"ervas",2022-03-01
2022-03-30,113,"lavanda","padrao",0.01,"planta_medicinal",2022-03-01
2022-03-30,113,"jambu","do_para",0.01,"hortalica",2022-03-01
2022-04-06,114,"batata_doce","cenoura",4.2,"tuberculo",2022-04-01
2022-04-06,114,"mamao","formosa",3.66,"fruta",2022-04-01
2022-04-06,114,"hortela","do_norte",0.41,"ervas",2022-04-01
2022-04-06,114,"vagem","de_corda",0.4,"legume",2022-04-01
2022-04-06,114,"cana_do_brejo","padrao",0.39,"planta_medicinal",2022-04-01
2022-04-06,114,"rucula","padrao",0.25,"hortalica",2022-04-01
2022-04-06,114,"hortela","padrao",0.2,"ervas",2022-04-01
2022-04-06,114,"urucum","padrao",0.15,"planta_medicinal",2022-04-01
2022-04-06,114,"manjericao","grego",0.04,"ervas",2022-04-01
2022-04-06,114,"lavanda","padrao",0.03,"planta_medicinal",2022-04-01
2022-04-06,114,"alecrim","padrao",0.03,"ervas",2022-04-01
2022-04-06,114,"cosmos","padrao",0.02,"outros",2022-04-01
2022-04-06,114,"melao","de_sao_caetano",0.01,"fruta",2022-04-01
2022-04-09,114,"mandioca","branca",12.75,"tuberculo",2022-04-01
2022-04-09,114,"banana","maca",3.9,"fruta",2022-04-01
2022-04-09,114,"maracuja","azedo",3.29,"fruta",2022-04-01
2022-04-09,114,"vagem","feijao_de_corda",3.32,"legume",2022-04-01
2022-04-09,114,"rucula","padrao",2.9,"hortalica",2022-04-01
2022-04-09,114,"chicoria","crespa",1.73,"hortalica",2022-04-01
2022-04-09,114,"hortela","do_norte",0.67,"ervas",2022-04-01
2022-04-09,114,"quiabo","sta_cruz",0.5,"legume",2022-04-01
2022-04-09,114,"quiabo","clensom",0.5,"legume",2022-04-01
2022-04-09,114,"lippia_alba","padrao",0.28,"planta_medicinal",2022-04-01
2022-04-09,114,"cosmos","padrao",0.28,"outros",2022-04-01
2022-04-09,114,"manjericao","grego",0.18,"ervas",2022-04-01
2022-04-13,115,"mandioca","branca",5.82,"tuberculo",2022-04-01
2022-04-13,115,"mamao","formosa",1.64,"fruta",2022-04-01
2022-04-13,115,"maracuja","azedo",1.26,"fruta",2022-04-01
2022-04-13,115,"rucula","padrao",0.91,"hortalica",2022-04-01
2022-04-13,115,"taioba","padrao",0.56,"hortalica",2022-04-01
2022-04-13,115,"vagem","de_corda",0.45,"legume",2022-04-01
2022-04-13,115,"jilo","redondo",0.45,"legume",2022-04-01
2022-04-13,115,"cana_do_brejo","padrao",0.39,"planta_medicinal",2022-04-01
2022-04-13,115,"hortela","do_norte",0.35,"ervas",2022-04-01
2022-04-13,115,"hortela","padrao",0.2,"ervas",2022-04-01
2022-04-13,115,"alface","elba",0.16,"hortalica",2022-04-01
2022-04-13,115,"urucum","padrao",0.13,"planta_medicinal",2022-04-01
2022-04-13,115,"alecrim","padrao",0.04,"ervas",2022-04-01
2022-04-13,115,"cosmos","padrao",0.04,"outros",2022-04-01
2022-04-13,115,"melao","de_sao_caetano",0.03,"fruta",2022-04-01
2022-04-13,115,"lavanda","padrao",0.03,"planta_medicinal",2022-04-01
2022-04-13,115,"manjericao","grego",0.02,"ervas",2022-04-01
2022-04-13,115,"clitoria","padrao",0.02,"planta_medicinal",2022-04-01
2022-04-13,115,"flor","zinnea",0.02,"outros",2022-04-01
2022-04-13,115,"jambu","do_para",0.01,"hortalica",2022-04-01
2022-04-16,115,"mamao","formosa",14.55,"fruta",2022-04-01
2022-04-16,115,"mandioca","branca",10.52,"tuberculo",2022-04-01
2022-04-16,115,"rabanete","padrao",3.3,"tuberculo",2022-04-01
2022-04-16,115,"rucula","padrao",2.69,"hortalica",2022-04-01
2022-04-16,115,"vagem","de_corda",2.62,"legume",2022-04-01
2022-04-16,115,"quiabo","clensom",1.43,"legume",2022-04-01
2022-04-16,115,"pimenta","habanero",0.69,"legume",2022-04-01
2022-04-16,115,"lippia_alba","padrao",0.45,"planta_medicinal",2022-04-01
2022-04-16,115,"manjericao","grego",0.08,"ervas",2022-04-01
2022-04-20,116,"mandioca","branca",6.8,"tuberculo",2022-04-01
2022-04-20,116,"mamao","formosa",1.39,"fruta",2022-04-01
2022-04-20,116,"pepino","aodai",0.92,"legume",2022-04-01
2022-04-20,116,"taioba","padrao",0.56,"hortalica",2022-04-01
2022-04-20,116,"banana","prata",0.49,"fruta",2022-04-01
2022-04-20,116,"cana_do_brejo","padrao",0.39,"planta_medicinal",2022-04-01
2022-04-20,116,"rucula","padrao",0.38,"hortalica",2022-04-01
2022-04-20,116,"alface","elba",0.31,"hortalica",2022-04-01
2022-04-20,116,"vagem","de_corda",0.31,"legume",2022-04-01
2022-04-20,116,"hortela","do_norte",0.22,"ervas",2022-04-01
2022-04-20,116,"urucum","padrao",0.14,"planta_medicinal",2022-04-01
2022-04-20,116,"hortela","padrao",0.1,"ervas",2022-04-01
2022-04-20,116,"alfavacao","cravo",0.1,"hortalica",2022-04-01
2022-04-20,116,"lippia_alba","padrao",0.1,"planta_medicinal",2022-04-01
2022-04-20,116,"manjericao","grego",0.09,"ervas",2022-04-01
2022-04-20,116,"flor","zinnea",0.05,"outros",2022-04-01
2022-04-20,116,"lavanda","padrao",0.03,"planta_medicinal",2022-04-01
2022-04-20,116,"alecrim","padrao",0.03,"ervas",2022-04-01
2022-04-20,116,"melao","de_sao_caetano",0.02,"fruta",2022-04-01
2022-04-20,116,"cosmos","padrao",0.01,"outros",2022-04-01
2022-04-20,116,"clitoria","padrao",0.01,"planta_medicinal",2022-04-01
2022-04-20,116,"jambu","do_para",0.01,"hortalica",2022-04-01
2022-04-23,116,"mamao","formosa",17,"fruta",2022-04-01
2022-04-23,116,"batata_doce","branca",12,"tuberculo",2022-04-01
2022-04-23,116,"banana","prata",4.6,"fruta",2022-04-01
2022-04-23,116,"maracuja","azedo",2.64,"fruta",2022-04-01
2022-04-23,116,"rabanete","padrao",2.63,"tuberculo",2022-04-01
2022-04-23,116,"alface","elba",2.58,"hortalica",2022-04-01
2022-04-23,116,"rucula","padrao",2.36,"hortalica",2022-04-01
2022-04-23,116,"vagem","de_corda",1.88,"legume",2022-04-01
2022-04-23,116,"quiabo","clensom",1.02,"legume",2022-04-01
2022-04-23,116,"lippia_alba","padrao",0.31,"planta_medicinal",2022-04-01
2022-04-23,116,"cosmos","padrao",0.11,"outros",2022-04-01
2022-04-27,117,"mandioca","branca",3.99,"tuberculo",2022-04-01
2022-04-27,117,"rucula","padrao",1.22,"hortalica",2022-04-01
2022-04-27,117,"rabanete","padrao",1,"tuberculo",2022-04-01
2022-04-27,117,"mamao","formosa",0.98,"fruta",2022-04-01
2022-04-27,117,"cana_do_brejo","padrao",0.72,"planta_medicinal",2022-04-01
2022-04-27,117,"taioba","padrao",0.61,"hortalica",2022-04-01
2022-04-27,117,"alface","elba",0.5,"hortalica",2022-04-01
2022-04-27,117,"vagem","de_corda",0.32,"legume",2022-04-01
2022-04-27,117,"hortela","do_norte",0.18,"ervas",2022-04-01
2022-04-27,117,"acafrao","da_terra",0.14,"planta_medicinal",2022-04-01
2022-04-27,117,"urucum","padrao",0.13,"planta_medicinal",2022-04-01
2022-04-27,117,"lippia_alba","padrao",0.09,"planta_medicinal",2022-04-01
2022-04-27,117,"alfavacao","cravo",0.07,"hortalica",2022-04-01
2022-04-27,117,"alecrim","padrao",0.03,"ervas",2022-04-01
2022-04-27,117,"melao","de_sao_caetano",0.02,"fruta",2022-04-01
2022-04-27,117,"cosmos","padrao",0.02,"outros",2022-04-01
2022-04-27,117,"flor","zinnea",0.02,"outros",2022-04-01
2022-04-27,117,"lavanda","padrao",0.01,"planta_medicinal",2022-04-01
2022-04-27,117,"salvia","padrao",0.01,"ervas",2022-04-01
2022-04-27,117,"jambu","do_para",0.01,"hortalica",2022-04-01
2022-04-27,117,"clitoria","padrao",0.01,"planta_medicinal",2022-04-01
2022-04-30,117,"batata_doce","branca",10.27,"tuberculo",2022-04-01
2022-04-30,117,"alface","elba",4.55,"hortalica",2022-04-01
2022-04-30,117,"rabanete","padrao",3.13,"tuberculo",2022-04-01
2022-04-30,117,"rucula","padrao",3,"hortalica",2022-04-01
2022-04-30,117,"quiabo","clensom",1.39,"legume",2022-04-01
2022-04-30,117,"lippia_alba","padrao",0.31,"planta_medicinal",2022-04-01
2022-04-30,117,"quiabo","sta_cruz",0.27,"legume",2022-04-01
2022-04-30,117,"manjericao","grego",0.1,"ervas",2022-04-01
2022-04-30,117,"lavanda","padrao",0.27,"planta_medicinal",2022-04-01
2022-05-04,118,"batata_doce","branca",4.49,"tuberculo",2022-05-01
2022-05-04,118,"mamao","formosa",2.7,"fruta",2022-05-01
2022-05-04,118,"pepino","aodai",0.85,"legume",2022-05-01
2022-05-04,118,"vagem","de_corda",0.68,"legume",2022-05-01
2022-05-04,118,"rucula","padrao",0.63,"hortalica",2022-05-01
2022-05-04,118,"alface","elba",0.62,"hortalica",2022-05-01
2022-05-04,118,"taioba","padrao",0.42,"hortalica",2022-05-01
2022-05-04,118,"maracuja","azedo",0.38,"fruta",2022-05-01
2022-05-04,118,"urucum","padrao",0.29,"planta_medicinal",2022-05-01
2022-05-04,118,"hortela","pimenta",0.2,"ervas",2022-05-01
2022-05-04,118,"lippia_alba","padrao",0.2,"planta_medicinal",2022-05-01
2022-05-04,118,"pimenta","habanero",0.17,"legume",2022-05-01
2022-05-04,118,"alfavacao","cravo",0.07,"hortalica",2022-05-01
2022-05-04,118,"alecrim","padrao",0.04,"ervas",2022-05-01
2022-05-04,118,"lavanda","padrao",0.02,"planta_medicinal",2022-05-01
2022-05-04,118,"cosmos","padrao",0.01,"outros",2022-05-01
2022-05-04,118,"clitoria","padrao",0.01,"planta_medicinal",2022-05-01
2022-05-04,118,"jambu","do_para",0.01,"hortalica",2022-05-01
2022-05-04,118,"salvia","padrao",0.01,"ervas",2022-05-01
2022-05-07,118,"batata_doce","branca",11.21,"tuberculo",2022-05-01
2022-05-07,118,"alface","elba",3.32,"hortalica",2022-05-01
2022-05-07,118,"rucula","padrao",3,"hortalica",2022-05-01
2022-05-07,118,"rabanete","padrao",2.5,"tuberculo",2022-05-01
2022-05-07,118,"quiabo","clensom",0.95,"legume",2022-05-01
2022-05-07,118,"lippia_alba","padrao",0.37,"planta_medicinal",2022-05-01
2022-05-07,118,"hortela","padrao",0.35,"ervas",2022-05-01
2022-05-07,118,"quiabo","sta_cruz",0.33,"legume",2022-05-01
2022-05-07,118,"cosmos","padrao",0.13,"outros",2022-05-01
2022-05-07,118,"clitoria","padrao",0.05,"planta_medicinal",2022-05-01
2022-05-11,119,"batata_doce","branca",3.21,"tuberculo",2022-05-01
2022-05-11,119,"batata_doce","cenoura",2.26,"tuberculo",2022-05-01
2022-05-11,119,"mamao","formosa",1.99,"fruta",2022-05-01
2022-05-11,119,"alface","elba",0.93,"hortalica",2022-05-01
2022-05-11,119,"quiabo","clensom",0.79,"legume",2022-05-01
2022-05-11,119,"quiabo","sta_cruz",0.63,"legume",2022-05-01
2022-05-11,119,"maracuja","azedo",0.61,"fruta",2022-05-01
2022-05-11,119,"vagem","de_corda",0.4,"legume",2022-05-01
2022-05-11,119,"rucula","padrao",0.37,"hortalica",2022-05-01
2022-05-11,119,"taioba","padrao",0.36,"hortalica",2022-05-01
2022-05-11,119,"urucum","padrao",0.23,"planta_medicinal",2022-05-01
2022-05-11,119,"hortela","pimenta",0.22,"ervas",2022-05-01
2022-05-11,119,"pimenta","italiana",0.14,"legume",2022-05-01
2022-05-11,119,"lippia_alba","padrao",0.1,"planta_medicinal",2022-05-01
2022-05-11,119,"cosmos","padrao",0.05,"outros",2022-05-01
2022-05-11,119,"jambu","do_para",0.05,"hortalica",2022-05-01
2022-05-11,119,"hortela","padrao",0.05,"ervas",2022-05-01
2022-05-11,119,"alfavacao","cravo",0.04,"hortalica",2022-05-01
2022-05-11,119,"pimenta","habanero",0.02,"legume",2022-05-01
2022-05-11,119,"lavanda","padrao",0.02,"planta_medicinal",2022-05-01
2022-05-11,119,"clitoria","padrao",0.02,"planta_medicinal",2022-05-01
2022-05-14,119,"mamao","formosa",17.9,"fruta",2022-05-01
2022-05-14,119,"mandioca","branca",14.81,"tuberculo",2022-05-01
2022-05-14,119,"alface","elba",4.63,"hortalica",2022-05-01
2022-05-14,119,"banana","prata",3.03,"fruta",2022-05-01
2022-05-14,119,"vagem","de_corda",1.32,"legume",2022-05-01
2022-05-14,119,"rucula","padrao",1.25,"hortalica",2022-05-01
2022-05-14,119,"acafrao","da_terra",0.53,"planta_medicinal",2022-05-01
2022-05-18,120,"mandioca","branca",7.4,"tuberculo",2022-05-01
2022-05-18,120,"batata_doce","branca",3.14,"tuberculo",2022-05-01
2022-05-18,120,"mamao","formosa",2.4,"fruta",2022-05-01
2022-05-18,120,"batata_doce","cenoura",1.5,"tuberculo",2022-05-01
2022-05-18,120,"maracuja","azedo",0.7,"fruta",2022-05-01
2022-05-18,120,"alface","elba",0.59,"hortalica",2022-05-01
2022-05-18,120,"quiabo","sta_cruz",0.39,"legume",2022-05-01
2022-05-18,120,"rucula","padrao",0.33,"hortalica",2022-05-01
2022-05-18,120,"urucum","padrao",0.24,"planta_medicinal",2022-05-01
2022-05-18,120,"taioba","padrao",0.17,"hortalica",2022-05-01
2022-05-18,120,"lippia_alba","padrao",0.1,"planta_medicinal",2022-05-01
2022-05-18,120,"alfavacao","cravo",0.1,"hortalica",2022-05-01
2022-05-18,120,"flor","de_jambo_do_norte",0.02,"outros",2022-05-01
2022-05-18,120,"pimenta","habanero",0.02,"legume",2022-05-01
2022-05-18,120,"lavanda","padrao",0.02,"planta_medicinal",2022-05-01
2022-05-18,120,"alecrim","padrao",0.01,"ervas",2022-05-01
2022-05-18,120,"cosmos","padrao",0.01,"outros",2022-05-01
2022-05-18,120,"jambu","do_para",0.01,"hortalica",2022-05-01
2022-05-21,120,"batata_doce","branca",15,"tuberculo",2022-05-01
2022-05-21,120,"mamao","formosa",14.9,"fruta",2022-05-01
2022-05-21,120,"mandioca","branca",9,"tuberculo",2022-05-01
2022-05-21,120,"alface","elba",4.6,"hortalica",2022-05-01
2022-05-21,120,"banana","nanica",3.96,"fruta",2022-05-01
2022-05-21,120,"chicoria","crespa",0.93,"hortalica",2022-05-01
2022-05-21,120,"hortela","pimenta",0.54,"ervas",2022-05-01
2022-05-21,120,"lippia_alba","padrao",0.29,"planta_medicinal",2022-05-01
2022-05-21,120,"cebolinha","nira",0.14,"ervas",2022-05-01
2022-05-25,121,"mandioca","branca",10,"tuberculo",2022-05-01
2022-05-28,121,"mamao","formosa",19.74,"fruta",2022-05-01
2022-05-28,121,"batata_doce","branca",10.8,"tuberculo",2022-05-01
2022-05-28,121,"mandioca","branca",8.6,"tuberculo",2022-05-01
2022-05-28,121,"alface","elba",2.37,"hortalica",2022-05-01
2022-05-28,121,"maracuja","azedo",1.99,"fruta",2022-05-01
2022-05-28,121,"chicoria","crespa",1.5,"hortalica",2022-05-01
2022-05-28,121,"rabanete","padrao",1.46,"tuberculo",2022-05-01
2022-05-28,121,"quiabo","clensom",0.81,"legume",2022-05-01
2022-05-28,121,"maxixe","do_norte",0.62,"legume",2022-05-01
2022-05-28,121,"quiabo","sta_cruz",0.61,"legume",2022-05-01
2022-05-28,121,"cebolinha","nira",0.09,"ervas",2022-05-01
2022-06-01,122,"mandioca","branca",10,"tuberculo",2022-06-01
2022-06-04,122,"mandioca","branca",10,"tuberculo",2022-06-01
2022-06-04,122,"batata_doce","branca",10,"tuberculo",2022-06-01
2022-06-04,122,"alface","elba",4,"hortalica",2022-06-01
2022-06-04,122,"limao","cravo",4,"fruta",2022-06-01
2022-06-04,122,"maracuja","azedo",3,"fruta",2022-06-01
2022-06-08,123,"mandioca","branca",10,"tuberculo",2022-06-01
2022-06-11,123,"batata_doce","branca",16.4,"tuberculo",2022-06-01
2022-06-11,123,"batata_doce","cenoura",7.83,"tuberculo",2022-06-01
2022-06-11,123,"maracuja","azedo",4.48,"fruta",2022-06-01
2022-06-11,123,"maxixe","do_norte",4.05,"legume",2022-06-01
2022-06-11,123,"alface","elba",3.55,"hortalica",2022-06-01
2022-06-11,123,"banana","prata",3.1,"fruta",2022-06-01
2022-06-11,123,"banana","nanica",2.54,"fruta",2022-06-01
2022-06-11,123,"quiabo","clensom",2.51,"legume",2022-06-01
2022-06-11,123,"couve","padrao",2.05,"hortalica",2022-06-01
2022-06-11,123,"quiabo","estrela",1.64,"legume",2022-06-01
2022-06-11,123,"quiabo","sta_cruz",1.31,"legume",2022-06-01
2022-06-11,123,"lippia_alba","padrao",0.4,"planta_medicinal",2022-06-01
2022-06-11,123,"salvia","padrao",0.05,"ervas",2022-06-01
2022-06-15,124,"mandioca","branca",10,"tuberculo",2022-06-01
2022-06-18,124,"mamao","formosa",20.06,"fruta",2022-06-01
2022-06-18,124,"banana","maca",11.6,"fruta",2022-06-01
2022-06-18,124,"maracuja","azedo",10.33,"fruta",2022-06-01
2022-06-18,124,"batata_doce","branca",7.95,"tuberculo",2022-06-01
2022-06-18,124,"batata_doce","cenoura",7,"tuberculo",2022-06-01
2022-06-18,124,"batata_doce","roxa",6.17,"tuberculo",2022-06-01
2022-06-18,124,"alface","elba",4.4,"hortalica",2022-06-01
2022-06-18,124,"maxixe","do_norte",3.53,"legume",2022-06-01
2022-06-18,124,"tomate","pera_vermelho",3.2,"legume",2022-06-01
2022-06-18,124,"lippia_alba","padrao",0.48,"planta_medicinal",2022-06-01
2022-06-22,125,"mandioca","branca",10,"tuberculo",2022-06-01
2022-06-25,125,"batata_doce","branca",14.85,"tuberculo",2022-06-01
2022-06-25,125,"limao","cravo",14.14,"fruta",2022-06-01
2022-06-25,125,"maracuja","azedo",7.62,"fruta",2022-06-01
2022-06-25,125,"rabanete","padrao",6.5,"tuberculo",2022-06-01
2022-06-25,125,"alface","elba",5.84,"hortalica",2022-06-01
2022-06-25,125,"batata_doce","cenoura",4.95,"tuberculo",2022-06-01
2022-06-25,125,"tomate","pera_vermelho",2.07,"legume",2022-06-01
2022-06-25,125,"salsinha","padrao",0.5,"ervas",2022-06-01
2022-06-25,125,"batata_doce","roxa",0.44,"tuberculo",2022-06-01
2022-07-02,126,"batata_doce","branca",17.43,"tuberculo",2022-07-01
2022-07-02,126,"banana","nanica",8.69,"fruta",2022-07-01
2022-07-02,126,"alface","elba",6.39,"hortalica",2022-07-01
2022-07-02,126,"maracuja","azedo",4.83,"fruta",2022-07-01
2022-07-02,126,"tomate","pera_vermelho",3.35,"legume",2022-07-01
2022-07-02,126,"rabanete","padrao",2.58,"tuberculo",2022-07-01
2022-07-02,126,"couve","padrao",2.54,"hortalica",2022-07-01
2022-07-02,126,"maxixe","do_norte",1.94,"legume",2022-07-01
2022-07-02,126,"quiabo","clensom",1.88,"legume",2022-07-01
2022-07-02,126,"salsinha","padrao",0.46,"ervas",2022-07-01
2022-07-02,126,"lippia_alba","padrao",0.27,"planta_medicinal",2022-07-01
2022-07-09,127,"batata_doce","cenoura",15.9,"tuberculo",2022-07-01
2022-07-09,127,"alface","elba",11.17,"hortalica",2022-07-01
2022-07-09,127,"tomate","pera_vermelho",7.87,"legume",2022-07-01
2022-07-09,127,"banana","nanica",5.09,"fruta",2022-07-01
2022-07-09,127,"batata_doce","branca",3.9,"tuberculo",2022-07-01
2022-07-09,127,"maracuja","azedo",3,"fruta",2022-07-01
2022-07-09,127,"quiabo","clensom",2,"legume",2022-07-01
2022-07-09,127,"couve","padrao",1.84,"hortalica",2022-07-01
2022-07-09,127,"rucula","padrao",1.83,"hortalica",2022-07-01
2022-07-09,127,"maxixe","do_norte",1.67,"legume",2022-07-01
2022-07-09,127,"cebolinha","padrao",1,"ervas",2022-07-01
2022-07-09,127,"salsinha","padrao",0.3,"ervas",2022-07-01
2022-07-09,127,"lippia_alba","padrao",0.22,"planta_medicinal",2022-07-01
2022-07-16,128,"coco","baiano",17,"fruta",2022-07-01
2022-07-16,128,"alface","crespa",17,"hortalica",2022-07-01
2022-07-16,128,"mandioca","branca",15,"tuberculo",2022-07-01
2022-07-16,128,"tomate","pera_vermelho",7,"legume",2022-07-01
2022-07-16,128,"quiabo","clensom",3,"legume",2022-07-01
2022-07-16,128,"couve","padrao",2,"hortalica",2022-07-01
2022-07-16,128,"salsinha","padrao",0.4,"ervas",2022-07-01
2022-07-16,128,"lippia_alba","padrao",0.3,"planta_medicinal",2022-07-01
2022-07-16,128,"hortela","padrao",0.1,"ervas",2022-07-01
2022-07-23,129,"alface","crioula",17,"hortalica",2022-07-01
2022-07-23,129,"batata_doce","cenoura",15,"tuberculo",2022-07-01
2022-07-23,129,"tomate","pera_vermelho",8.07,"legume",2022-07-01
2022-07-23,129,"cebolinha","padrao",2.32,"ervas",2022-07-01
2022-07-23,129,"couve","padrao",1.66,"hortalica",2022-07-01
2022-07-23,129,"gergelim","padrao",0.8,"planta_medicinal",2022-07-01
2022-07-23,129,"salsao","padrao",0.5,"hortalica",2022-07-01
2022-07-23,129,"hortela","padrao",0.3,"ervas",2022-07-01
2022-07-23,129,"lippia_alba","padrao",0.3,"planta_medicinal",2022-07-01
2022-07-30,130,"alface","crespa",14.7,"hortalica",2022-07-01
2022-07-30,130,"mandioca","branca",12.7,"tuberculo",2022-07-01
2022-07-30,130,"tomate","pera_vermelho",10.74,"legume",2022-07-01
2022-07-30,130,"batata","markies",9.22,"tuberculo",2022-07-01
2022-07-30,130,"banana","prata",6,"fruta",2022-07-01
2022-07-30,130,"quiabo","clensom",2.39,"legume",2022-07-01
2022-07-30,130,"couve","padrao",1.47,"hortalica",2022-07-01
